"Accn"	"Super.Group"	"Organism_Taxonomic_ID"	"Organism.Name"	"SIN1"	"RICTOR"	"RAPTOR"	"TOR"	"LST8"	"C.score"	"Frag.score"	"Class.name"	"Phylum.name"	"Order.name"	"Family.name"	"Genus.name"	"Source"
"GCA_963978565.1"	"Streptophyta"	252529	"Citrullus colocynthis"	NA	NA	"H"	"H"	"H"	95.2	1.5	"Magnoliopsida"	"Streptophyta"	"Cucurbitales"	"Cucurbitaceae"	"Citrullus"	"NCBI"
"GCA_964019355.1"	"Streptophyta"	3873	"Lupinus luteus"	NA	NA	"H"	"H"	"H"	98.8	0.5	"Magnoliopsida"	"Streptophyta"	"Fabales"	"Fabaceae"	"Lupinus"	"NCBI"
"GCA_964030455.1"	"Streptophyta"	586398	"Linum trigynum"	NA	NA	"H"	"H"	"H"	97	1.2	"Magnoliopsida"	"Streptophyta"	"Malpighiales"	"Linaceae"	"Linum"	"NCBI"
"GCA_964030465.3"	"Streptophyta"	240449	"Urochloa decumbens"	NA	NA	"H"	"H"	"H"	99.4	0.1	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Urochloa"	"NCBI"
"GCA_964267205.1"	"Streptophyta"	151428	"Prunus brigantina"	NA	NA	"H"	"H"	"H"	96.9	0.5	"Magnoliopsida"	"Streptophyta"	"Rosales"	"Rosaceae"	"Prunus"	"NCBI"
"GCA_964270275.1"	"Streptophyta"	213591	"Musa banksii"	NA	NA	"H"	"H"	"H"	95.9	1.5	"Magnoliopsida"	"Streptophyta"	"Zingiberales"	"Musaceae"	"Musa"	"NCBI"
"GCA_964270295.1"	"Streptophyta"	228183	"Musa textilis"	NA	NA	"H"	"H"	"H"	89.8	4	"Magnoliopsida"	"Streptophyta"	"Zingiberales"	"Musaceae"	"Musa"	"NCBI"
"GCA_964270305.1"	"Streptophyta"	214685	"Musa acuminata var. zebrina"	NA	NA	"H"	"H"	"H"	97.6	0.6	"Magnoliopsida"	"Streptophyta"	"Zingiberales"	"Musaceae"	"Musa"	"NCBI"
"GCA_964270695.1"	"Streptophyta"	491892	"Musa hybrid cultivar"	NA	NA	"H"	"H"	"H"	97.2	0.9	"Magnoliopsida"	"Streptophyta"	"Zingiberales"	"Musaceae"	"Musa"	"NCBI"
"GCA_964271285.1"	"Streptophyta"	81970	"Arabidopsis halleri"	NA	NA	"H"	"H"	"H"	97.2	0.7	"Magnoliopsida"	"Streptophyta"	"Brassicales"	"Brassicaceae"	"Arabidopsis"	"NCBI"
"GCA_964340505.1"	"Streptophyta"	114194	"Alopecurus aequalis"	NA	NA	"H"	"H"	"H"	98.9	0	"Magnoliopsida"	"Streptophyta"	"Poales"	"Poaceae"	"Alopecurus"	"NCBI"
"GCA_000091205.1"	"Rhodophyta"	280699	"Cyanidioschyzon merolae strain 10D"	NA	NA	"H"	"H"	"M"	72.94	6.27	"Bangiophyceae"	"Rhodophyta"	"Cyanidiales"	"Cyanidiaceae"	"Cyanidioschyzon"	"NCBI"
"GCA_000341285.1"	"Rhodophyta"	130081	"Galdieria sulphuraria"	NA	NA	"H"	"H"	"M"	78.04	7.45	"Bangiophyceae"	"Rhodophyta"	"Galdieriales"	"Galdieriaceae"	"Galdieria"	"NCBI"
"GCA_000350225.2"	"Rhodophyta"	2769	"Chondrus crispus"	NA	NA	"H"	"H"	"L"	63.14	8.24	"Florideophyceae"	"Rhodophyta"	"Gigartinales"	"Gigartinaceae"	"Chondrus"	"NCBI"
"GCA_002049455.2"	"Rhodophyta"	2786	"Porphyra umbilicalis"	NA	NA	"M"	"H"	"L"	43.92	14.51	"Bangiophyceae"	"Rhodophyta"	"Bangiales"	"Bangiaceae"	"Porphyra"	"NCBI"
"GCA_003194525.1"	"Rhodophyta"	448386	"Gracilariopsis chorda"	NA	NA	"H"	"H"	"L"	81.18	4.71	"Florideophyceae"	"Rhodophyta"	"Gracilariales"	"Gracilariaceae"	"Gracilariopsis"	"NCBI"
"GCA_008690995.1"	"Rhodophyta"	35688	"Porphyridium purpureum"	NA	NA	"H"	"H"	"M"	71.76	8.63	"Bangiophyceae"	"Rhodophyta"	"Porphyridiales"	"Porphyridiaceae"	"Porphyridium"	"NCBI"
"GCA_009829735.1"	"Rhodophyta"	2788	"Neopyropia yezoensis"	NA	NA	"H"	"H"	"M"	50.2	16.86	"Bangiophyceae"	"Rhodophyta"	"Bangiales"	"Bangiaceae"	"Neopyropia"	"NCBI"
"GCA_013995675.1"	"Rhodophyta"	2690220	"Pyropia yezoensis"	NA	NA	"H"	"H"	"M"	54.51	16.86	"Bangiophyceae"	"Rhodophyta"	"Cyanidiales"	"Cyanidiaceae"	"Cyanidiococcus"	"NCBI"
"GCA_022539475.1"	"Rhodophyta"	172961	"Gracilaria domingensis"	NA	NA	"H"	"H"	"L"	60	9.02	"Florideophyceae"	"Rhodophyta"	"Gracilariales"	"Gracilariaceae"	"Gracilaria"	"NCBI"
"GCA_025991245.1"	"Rhodophyta"	83374	"Galdieria partita"	NA	NA	"H"	"H"	"M"	81.96	5.49	"Bangiophyceae"	"Rhodophyta"	"Galdieriales"	"Galdieriaceae"	"Galdieria"	"NCBI"
"GCA_026122205.1"	"Rhodophyta"	3028027	"Galdieria yellowstonensis"	NA	NA	"H"	"H"	"M"	80.78	6.27	"Bangiophyceae"	"Rhodophyta"	"Galdieriales"	"Galdieriaceae"	"Galdieria"	"NCBI"
"GCA_026184775.1"	"Rhodophyta"	2771	"Cyanidium caldarium"	NA	NA	"H"	"H"	"M"	67.06	9.8	"Bangiophyceae"	"Rhodophyta"	"Cyanidiales"	"Cyanidiaceae"	"Cyanidium"	"NCBI"
"GCA_029953675.1"	"Rhodophyta"	101924	"Rhodosorus marinus"	NA	NA	"H"	"H"	"M"	83.92	4.31	"Stylonematophyceae"	"Rhodophyta"	"Stylonematales"	"Stylonemataceae"	"Rhodosorus"	"NCBI"
"GCA_042855435.1"	"Rhodophyta"	683352	"Pyropia vietnamensis"	NA	NA	"H"	"H"	"L"	61.18	12.94	"Bangiophyceae"	"Rhodophyta"	"Bangiales"	"Bangiaceae"	"Pyropia"	"NCBI"
"GCA_000142945.1"	"Stramenopiles"	403677	"Phytophthora infestans T30-4"	"M"	"H"	"H"	"H"	"H"	100	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_000149405.2"	"Stramenopiles"	296543	"Thalassiosira pseudonana CCMP1335"	NA	NA	"H"	"H"	"H"	97	3	"Coscinodiscophyceae"	"Bacillariophyta"	"Thalassiosirales"	"Thalassiosiraceae"	"Thalassiosira"	"NCBI"
"GCA_000149755.2"	"Stramenopiles"	67593	"Phytophthora sojae"	"M"	"H"	"H"	"H"	"M"	99	1	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_000150955.2"	"Stramenopiles"	556484	"Phaeodactylum tricornutum CCAP 1055/1"	NA	NA	"H"	"H"	"H"	96	4	"Bacillariophyceae"	"Bacillariophyta"	"Naviculales"	"Phaeodactylaceae"	"Phaeodactylum"	"NCBI"
"GCA_000151545.2"	"Stramenopiles"	695850	"Saprolegnia parasitica CBS 223.65"	"M"	"H"	"H"	"H"	"H"	98	1	NA	"Oomycota"	"Saprolegniales"	"Saprolegniaceae"	"Saprolegnia"	"NCBI"
"GCA_000151665.1"	"Stramenopiles"	12968	"Blastocystis hominis"	NA	"H"	"H"	"H"	"M"	87	13	"Bigyra"	NA	"Opalinata"	"Blastocystidae"	"Blastocystis"	"NCBI"
"GCA_000186865.1"	"Stramenopiles"	44056	"Aureococcus anophagefferens"	NA	NA	"H"	"H"	"H"	84	11	"Pelagophyceae"	NA	"Pelagomonadales"	"Pelagomonadaceae"	"Aureococcus"	"NCBI"
"GCA_000281045.1"	"Stramenopiles"	1156394	"Saprolegnia diclina VS20"	"M"	"H"	"H"	"H"	"H"	99	0	NA	"Oomycota"	"Saprolegniales"	"Saprolegniaceae"	"Saprolegnia"	"NCBI"
"GCA_000296195.2"	"Stramenopiles"	159749	"Thalassiosira oceanica"	NA	NA	"H"	"H"	"M"	89	7	"Coscinodiscophyceae"	"Bacillariophyta"	"Thalassiosirales"	"Thalassiosiraceae"	"Thalassiosira"	"NCBI"
"GCA_000310025.1"	"Stramenopiles"	2880	"Ectocarpus siliculosus"	NA	"H"	"H"	"H"	"H"	97	3	"Phaeophyceae"	NA	"Ectocarpales"	"Ectocarpaceae"	"Ectocarpus"	"NCBI"
"GCA_000333075.3"	"Stramenopiles"	1284355	"Phytophthora kernoviae 00238/432"	"M"	"H"	"M"	"H"	"H"	95	4	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_000365505.1"	"Stramenopiles"	1317065	"Phytophthora nicotianae P1569"	"M"	"H"	"H"	"H"	"H"	99	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_000365525.1"	"Stramenopiles"	1317066	"Phytophthora nicotianae P1976"	"M"	"H"	"H"	"H"	"H"	99	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_000365545.1"	"Stramenopiles"	1317063	"Phytophthora nicotianae CJ01A1"	"M"	"H"	"H"	"H"	"H"	99	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_000367145.1"	"Stramenopiles"	1317064	"Phytophthora nicotianae P10297"	"M"	"H"	"H"	"H"	"H"	99	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_000509465.1"	"Stramenopiles"	4792	"Phytophthora nicotianae"	"M"	"H"	"H"	"H"	"H"	99	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_000520075.1"	"Stramenopiles"	112090	"Aphanomyces astaci"	"M"	"H"	"H"	"H"	"H"	100	0	NA	"Oomycota"	"Saprolegniales"	"Saprolegniaceae"	"Aphanomyces"	"NCBI"
"GCA_000520115.1"	"Stramenopiles"	157072	"Aphanomyces invadans"	"M"	"H"	"H"	"H"	"H"	99	1	NA	"Oomycota"	"Saprolegniales"	"Saprolegniaceae"	"Aphanomyces"	"NCBI"
"GCA_000743755.1"	"Stramenopiles"	944170	"Blastocystis sp. subtype 4"	NA	"H"	"H"	"H"	"M"	98	2	"Bigyra"	NA	"Opalinata"	"Blastocystidae"	"Blastocystis"	"NCBI"
"GCA_000785725.3"	"Stramenopiles"	325452	"Phytophthora kernoviae"	"M"	"H"	"M"	"H"	"H"	96	3	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_001029375.2"	"Stramenopiles"	114742	"Pythium insidiosum"	"M"	"H"	"H"	"H"	"H"	94	4	NA	"Oomycota"	"Pythiales"	"Pythiaceae"	"Pythium"	"NCBI"
"GCA_001078535.1"	"Stramenopiles"	65357	"Albugo candida"	"M"	"H"	"H"	"H"	"H"	99	1	NA	"Oomycota"	"Albuginales"	"Albuginaceae"	"Albugo"	"NCBI"
"GCA_001651215.1"	"Stramenopiles"	478820	"Blastocystis sp. ATCC 50177/Nand II"	NA	"H"	"H"	"H"	"M"	99	0	"Bigyra"	NA	"Opalinata"	"Blastocystidae"	"Blastocystis"	"NCBI"
"GCA_001712635.2"	"Stramenopiles"	2483409	"Nothophytophthora sp. Chile5"	NA	"H"	"H"	"H"	"H"	89	4	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Nothophytophthora"	"NCBI"
"GCA_001750085.1"	"Stramenopiles"	635003	"Fragilariopsis cylindrus CCMP1102"	NA	NA	"H"	"H"	"H"	94	5	"Bacillariophyceae"	"Bacillariophyta"	"Bacillariales"	"Bacillariaceae"	"Fragilariopsis"	"NCBI"
"GCA_002081575.1"	"Stramenopiles"	74557	"Thraustotheca clavata"	"M"	"H"	"H"	"H"	"H"	100	0	NA	"Oomycota"	"Saprolegniales"	"Saprolegniaceae"	"Thraustotheca"	"NCBI"
"GCA_002081595.1"	"Stramenopiles"	1202772	"Achlya hypogyna"	"M"	"H"	"H"	"H"	"H"	99	1	NA	"Oomycota"	"Saprolegniales"	"Saprolegniaceae"	"Achlya"	"NCBI"
"GCA_002217885.1"	"Stramenopiles"	1519565	"Fistulifera solaris"	NA	NA	"H"	"H"	"H"	97	1	"Bacillariophyceae"	"Bacillariophyta"	"Naviculales"	"Naviculaceae"	"Fistulifera"	"NCBI"
"GCA_002897355.1"	"Stramenopiles"	2315210	"Hondaea fermentalgiana"	NA	"H"	"H"	"H"	"H"	95	2	"Bigyra"	NA	"Thraustochytrida"	"Thraustochytriaceae"	"Hondaea"	"NCBI"
"GCA_002911725.1"	"Stramenopiles"	4796	"Phytophthora palmivora"	"L"	"H"	"M"	"H"	"H"	81	12	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_003287315.1"	"Stramenopiles"	29920	"Phytophthora cactorum"	"M"	"H"	"H"	"H"	"H"	100	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_003704535.1"	"Stramenopiles"	542832	"Peronospora effusa"	"M"	"H"	"H"	"H"	"H"	93	3	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"NCBI"
"GCA_004359215.2"	"Stramenopiles"	4779	"Bremia lactucae"	"M"	"H"	"H"	"H"	"H"	95	2	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Bremia"	"NCBI"
"GCA_004359215.2"	"Stramenopiles"	4779	"Bremia lactucae"	"M"	"H"	"H"	"H"	"H"	95	2	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Bremia"	"NCBI"
"GCA_004565275.1"	"Stramenopiles"	1027361	"Nannochloropsis salina CCMP1776"	NA	"M"	"H"	"H"	"H"	92	4	"Eustigmatophyceae"	NA	"Eustigmatales"	"Monodopsidaceae"	"Microchloropsis"	"NCBI"
"GCA_004565275.1"	"Stramenopiles"	1027361	"Nannochloropsis salina CCMP1776"	NA	"M"	"H"	"H"	"H"	92	4	"Eustigmatophyceae"	NA	"Eustigmatales"	"Monodopsidaceae"	"Microchloropsis"	"NCBI"
"GCA_005966545.1"	"Stramenopiles"	41045	"Pythium oligandrum"	"M"	"H"	"H"	"H"	"H"	100	0	NA	"Oomycota"	"Pythiales"	"Pythiaceae"	"Pythium"	"NCBI"
"GCA_005966545.1"	"Stramenopiles"	41045	"Pythium oligandrum"	"M"	"H"	"H"	"H"	"H"	100	0	NA	"Oomycota"	"Pythiales"	"Pythiaceae"	"Pythium"	"NCBI"
"GCA_006386115.1"	"Stramenopiles"	82926	"Globisporangium splendens"	"M"	"H"	"H"	"H"	"H"	92	0	NA	"Oomycota"	"Pythiales"	"Pythiaceae"	"Globisporangium"	"NCBI"
"GCA_006386115.1"	"Stramenopiles"	82926	"Globisporangium splendens"	"M"	"H"	"H"	"H"	"H"	92	0	NA	"Oomycota"	"Pythiales"	"Pythiaceae"	"Globisporangium"	"NCBI"
"GCA_008271595.1"	"Stramenopiles"	1485010	"[Pythium] brassicae (nom. inval.)"	"M"	"H"	"H"	"H"	"H"	100	0	NA	"Oomycota"	"Pythiales"	"Pythiaceae"	"Globisporangium"	"NCBI"
"GCA_008330625.1"	"Stramenopiles"	33653	"Cafeteria roenbergensis"	NA	NA	"H"	"H"	"M"	87	1	"Bigyra"	NA	"Bicosoecida"	"Cafeteriaceae"	"Cafeteria"	"NCBI"
"GCA_009729455.1"	"Stramenopiles"	53985	"Phytophthora fragariae"	"M"	"H"	"H"	"H"	"H"	94	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_009732905.1"	"Stramenopiles"	129364	"Phytophthora rubi"	"M"	"H"	"H"	"H"	"H"	100	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_009835175.1"	"Stramenopiles"	100861	"Aphanomyces euteiches"	"M"	"H"	"H"	"H"	"H"	100	0	NA	"Oomycota"	"Saprolegniales"	"Saprolegniaceae"	"Aphanomyces"	"NCBI"
"GCA_009835185.1"	"Stramenopiles"	120398	"Aphanomyces stellatus"	"M"	NA	"H"	"H"	"H"	97	1	NA	"Oomycota"	"Saprolegniales"	"Saprolegniaceae"	"Aphanomyces"	"NCBI"
"GCA_012295175.1"	"Stramenopiles"	4787	"Phytophthora infestans"	"M"	"H"	"H"	"H"	"H"	98	1	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_012489335.1"	"Stramenopiles"	1714386	"Triparma laevis f. inornata"	NA	"H"	"H"	"H"	"L"	75	9	"Bolidophyceae"	NA	"Parmales"	"Triparmaceae"	"Triparma"	"NCBI"
"GCA_016618375.1"	"Stramenopiles"	4784	"Phytophthora capsici"	"M"	"H"	"H"	"H"	"H"	99	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_016865095.1"	"Stramenopiles"	53986	"Phytophthora idaei"	"M"	"H"	"H"	"H"	"H"	99	1	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_017506865.1"	"Stramenopiles"	303371	"Tribonema minus"	NA	"M"	"H"	"H"	"H"	93	2	"Xanthophyceae"	NA	"Tribonematales"	"Tribonemataceae"	"Tribonema"	"NCBI"
"GCA_018691715.1"	"Stramenopiles"	4785	"Phytophthora cinnamomi"	"M"	"H"	"H"	"H"	"H"	100	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_018873745.1"	"Stramenopiles"	2496075	"Phytophthora aleatoria"	"M"	"H"	"H"	"H"	"H"	99	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_019154785.2"	"Stramenopiles"	303405	"Nitzschia inconspicua"	NA	NA	"H"	"H"	"H"	100	0	"Bacillariophyceae"	"Bacillariophyta"	"Bacillariales"	"Bacillariaceae"	"Nitzschia"	"NCBI"
"GCA_019155685.1"	"Stramenopiles"	109152	"Phytophthora boehmeriae"	"M"	"H"	"H"	"H"	"H"	92	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_019828595.1"	"Stramenopiles"	112091	"Aphanomyces cochlioides"	"M"	"H"	NA	"H"	"L"	80	2	NA	"Oomycota"	"Saprolegniales"	"Saprolegniaceae"	"Aphanomyces"	"NCBI"
"GCA_020800215.1"	"Stramenopiles"	164328	"Phytophthora ramorum"	"M"	"H"	"H"	"H"	"H"	99	1	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_021927905.1"	"Stramenopiles"	426638	"Chaetoceros tenuissimus"	NA	NA	"H"	"H"	"H"	95	0	"Coscinodiscophyceae"	"Bacillariophyta"	"Chaetocerotales"	"Chaetocerotaceae"	"Chaetoceros"	"NCBI"
"GCA_022925895.1"	"Stramenopiles"	210448	"Fragilaria crotonensis"	NA	NA	"H"	"H"	"H"	75	6	"Fragilariophyceae"	"Bacillariophyta"	"Fragilariales"	"Fragilariaceae"	"Fragilaria"	"NCBI"
"GCA_026184515.1"	"Stramenopiles"	230839	"Peronosclerospora sorghi"	NA	"H"	"H"	"H"	"H"	81	4	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Peronosclerospora"	"NCBI"
"GCA_026770575.1"	"Stramenopiles"	483370	"Pelagophyceae sp. CCMP2097"	NA	NA	"H"	"H"	"H"	94	2	"Pelagophyceae"	NA	NA	NA	NA	"NCBI"
"GCA_026770595.1"	"Stramenopiles"	483371	"Ochromonadaceae sp. CCMP2298"	NA	NA	"H"	"H"	"H"	80	11	"Synurophyceae"	NA	"Ochromonadales"	"Ochromonadaceae"	NA	"NCBI"
"GCA_027923505.1"	"Stramenopiles"	2872254	"Mayamaea pseudoterrestris"	NA	NA	"H"	"H"	"H"	95	1	"Bacillariophyceae"	"Bacillariophyta"	"Naviculales"	"Naviculaceae"	"Mayamaea"	"NCBI"
"GCA_027925865.1"	"Stramenopiles"	4803	"Lagenidium giganteum"	"M"	"H"	"H"	"H"	"H"	92	0	NA	"Oomycota"	"Lagenidiales"	"Lagenidiaceae"	"Lagenidium"	"NCBI"
"GCA_029834535.1"	"Stramenopiles"	2483200	"Chrysophaeum taylorii"	NA	NA	"H"	"H"	"H"	86	2	"Pelagophyceae"	NA	"Pelagomonadales"	"Pelagomonadaceae"	"Chrysophaeum"	"NCBI"
"GCA_030267505.1"	"Stramenopiles"	2962635	"Tetraparma gracilis"	NA	"H"	"H"	"H"	"M"	66	12	"Bolidophyceae"	NA	"Parmales"	"Triparmaceae"	"Tetraparma"	"NCBI"
"GCA_030267625.1"	"Stramenopiles"	2557542	"Triparma retinervis"	NA	"H"	"H"	"H"	"H"	68	14	"Bolidophyceae"	NA	"Parmales"	"Triparmaceae"	"Triparma"	"NCBI"
"GCA_030267725.1"	"Stramenopiles"	2077276	"Phytophthora lilii"	NA	"H"	"H"	"H"	"M"	78	14	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_030267785.1"	"Stramenopiles"	1490495	"Phytophthora fragariaefolia"	NA	"H"	"H"	"H"	"M"	74	14	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_030267805.1"	"Stramenopiles"	1714387	"Triparma laevis f. longispina"	NA	"H"	"H"	"H"	"H"	93	0	"Bolidophyceae"	NA	"Parmales"	"Triparmaceae"	"Triparma"	"NCBI"
"GCA_030267905.1"	"Stramenopiles"	1606542	"Triparma verrucosa"	NA	"H"	"H"	"H"	"H"	95	0	"Bolidophyceae"	NA	"Parmales"	"Triparmaceae"	"Triparma"	"NCBI"
"GCA_030267945.1"	"Stramenopiles"	1606541	"Triparma strigata"	NA	"H"	"H"	"H"	"H"	94	0	"Bolidophyceae"	NA	"Parmales"	"Triparmaceae"	"Triparma"	"NCBI"
"GCA_030267965.1"	"Stramenopiles"	722753	"Triparma columacea"	NA	"H"	"H"	"H"	"H"	91	3	"Bolidophyceae"	NA	"Parmales"	"Triparmaceae"	"Triparma"	"NCBI"
"GCA_030267985.1"	"Stramenopiles"	2962637	"Parmales sp. scaly parma"	NA	"H"	"H"	"H"	"H"	91	1	"Bolidophyceae"	NA	"Parmales"	NA	NA	"NCBI"
"GCA_030871285.1"	"Stramenopiles"	267567	"Skeletonema marinoi"	NA	NA	"H"	"H"	"H"	87	7	"Coscinodiscophyceae"	"Bacillariophyta"	"Thalassiosirales"	"Skeletonemataceae"	"Skeletonema"	"NCBI"
"GCA_031305395.1"	"Stramenopiles"	4793	"Phytophthora citrophthora"	"M"	"H"	"H"	"H"	NA	91	1	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"NCBI"
"GCA_039096195.1"	"Stramenopiles"	3128534	"Blastocystis sp. BT1"	NA	"H"	"H"	"H"	"M"	93	2	"Bigyra"	NA	"Opalinata"	"Blastocystidae"	"Blastocystis"	"NCBI"
"GCA_039096215.1"	"Stramenopiles"	3128537	"Blastocystis sp. NMH"	NA	"H"	"H"	"H"	"M"	95	2	"Bigyra"	NA	"Opalinata"	"Blastocystidae"	"Blastocystis"	"NCBI"
"GCA_039096225.1"	"Stramenopiles"	3128533	"Blastocystis sp. Blastoise"	NA	"H"	"H"	"H"	"H"	98	1	"Bigyra"	NA	"Opalinata"	"Blastocystidae"	"Blastocystis"	"NCBI"
"GCA_039096365.1"	"Stramenopiles"	3128536	"Blastocystis sp. JDR"	NA	"H"	"H"	"H"	"M"	93	2	"Bigyra"	NA	"Opalinata"	"Blastocystidae"	"Blastocystis"	"NCBI"
"GCA_039096925.1"	"Stramenopiles"	3128535	"Blastocystis sp. DL"	NA	"H"	"H"	"H"	"M"	85	8	"Bigyra"	NA	"Opalinata"	"Blastocystidae"	"Blastocystis"	"NCBI"
"GCA_900000015.1"	"Stramenopiles"	4781	"Plasmopara halstedii"	"M"	"H"	"H"	"H"	"H"	100	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Plasmopara"	"NCBI"
"GCA_902602495.3"	"Stramenopiles"	867726	"Ectocarpus sp. CCAP 1310/34"	NA	"H"	"H"	"H"	"L"	83	4	"Phaeophyceae"	NA	"Ectocarpales"	"Ectocarpaceae"	"Ectocarpus"	"NCBI"
"GCA_903772945.1"	"Stramenopiles"	568900	"Seminavis robusta"	NA	NA	"H"	"H"	"H"	99	0	"Bacillariophyceae"	"Bacillariophyta"	"Naviculales"	"Naviculaceae"	"Seminavis"	"NCBI"
"GCA_918797485.1"	"Stramenopiles"	35677	"Pelagomonas calceolata"	NA	NA	"H"	"H"	"H"	89	1	"Pelagophyceae"	NA	"Pelagomonadales"	"Pelagomonadaceae"	"Pelagomonas"	"NCBI"
"GCA_920618645.1"	"Stramenopiles"	622444	"Peronospora belbahrii"	"M"	"H"	"H"	"H"	"H"	98	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"NCBI"
"GCA_920940705.1"	"Stramenopiles"	134698	"Peronospora farinosa"	"M"	"H"	"H"	"H"	"H"	98	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"NCBI"
"GCA_921007115.2"	"Stramenopiles"	2874970	"Peronospora matthiolae"	"M"	"H"	"H"	"H"	"H"	98	1	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"NCBI"
"GCA_933822405.4"	"Stramenopiles"	2856	"Cylindrotheca closterium"	NA	NA	"H"	"H"	"H"	97	1	"Bacillariophyceae"	"Bacillariophyta"	"Bacillariales"	"Bacillariaceae"	"Cylindrotheca"	"NCBI"
"GCA_947650285.1"	"Stramenopiles"	162125	"Hyaloperonospora brassicae"	"M"	"H"	"H"	"H"	"H"	99	0	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Hyaloperonospora"	"NCBI"
"GCA_947650345.1"	"Stramenopiles"	86335	"Peronospora destructor"	"M"	"H"	"H"	"H"	"H"	96	3	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Peronospora"	"NCBI"
"GCA_964200265.1"	"Stramenopiles"	1535356	"Ectocarpus sp. 12 AP-2014"	NA	NA	NA	NA	NA	2	0	"Phaeophyceae"	NA	"Ectocarpales"	"Ectocarpaceae"	"Ectocarpus"	"NCBI"
"GCA_964200375.1"	"Stramenopiles"	1535362	"Ectocarpus sp. 6 AP-2014"	NA	NA	NA	NA	NA	2	0	"Phaeophyceae"	NA	"Ectocarpales"	"Ectocarpaceae"	"Ectocarpus"	"NCBI"
"NanspC018"	"Stramenopiles"	52230	"Nannochloropsis sp."	NA	"M"	"H"	"H"	"H"	97	1	"Eustigmatophyceae"	NA	"Eustigmatales"	"Monodopsidaceae"	"Nannochloropsis"	"JGI"
"Mosaich1"	"Stramenopiles"	33852	"Bacillariaceae"	NA	NA	"H"	"H"	"H"	97	1	"Bacillariophyceae"	"Bacillariophyta"	"Bacillariales"	"Bacillariaceae"	NA	"JGI"
"Conwei1"	"Stramenopiles"	1577725	"Conticribra weissflogii"	NA	NA	"H"	"H"	"H"	95	4	"Coscinodiscophyceae"	"Bacillariophyta"	"Thalassiosirales"	"Thalassiosiraceae"	"Conticribra"	"JGI"
"Ent11IV18"	"Stramenopiles"	186042	"Entomoneis"	NA	NA	"H"	"H"	"H"	96	1	"Bacillariophyceae"	"Bacillariophyta"	NA	"Entomoneidaceae"	"Entomoneis"	"JGI"
