Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Stats Total Sequence Length	Assembly Level
GCA_000303195.2	FP7	Fusarium pseudograminearum CS3096	1028729	36863345	Chromosome
GCA_000165365.1	ASM16536v1	Theileria parva strain Muguga	333668	8308027	Chromosome
GCA_023525715.1	ASM2352571v1	Cichorium intybus	13427	1278752569	Chromosome
GCA_004354835.1	PFLA_1.0	Perca flavescens	8167	877439799	Chromosome
GCA_000757645.3	ASM75764v3	Steinernema carpocapsae	34508	84512609	Chromosome
GCA_019776745.2	Ta-2021	Taxus chinensis	29808	10237952243	Chromosome
GCA_009363875.1	ASM936387v1	Mikania micrantha	192012	1790643622	Chromosome
GCA_030979885.1	Rabiosa unphased assembly	Lolium multiflorum	4521	2462086667	Chromosome
GCA_003604175.2	CSKR.v2	Clonorchis sinensis	79923	558124894	Chromosome
GCA_001879085.1	NIATTr2	Nicotiana attenuata	49451	2365682703	Chromosome
GCA_000209165.1	ASM20916v1	Scheffersomyces stipitis CBS 6054	322104	15441179	Chromosome
GCA_000002845.2	ASM284v2	Leishmania braziliensis MHOM/BR/75/M2904	420245	32068771	Chromosome
GCA_030867185.1	ASM3086718v1	Tagetes erecta	13708	778926021	Chromosome
GCA_911865555.2	T_arvense_v2	Thlaspi arvense	13288	525555146	Chromosome
GCA_037954015.1	Ptet_1	Psophocarpus tetragonolobus	3891	709758061	Chromosome
GCA_031761385.1	Nec_am_Ar_1.0	Necator americanus	51031	234457255	Chromosome
GCA_010183535.1	CRPX506	Caenorhabditis remanei	31234	130466896	Chromosome
GCA_963859935.3	JIC_Lsat_v2.1.1	Lathyrus sativus	3860	5967284493	Chromosome
GCA_004837865.1	BananaB_V1	Musa balbisiana	52838	492775286	Chromosome
GCA_039720395.1	ZJU_Lfor_1.0	Liquidambar formosana	63359	718378248	Chromosome
GCA_016081115.2	ASM1608111v2	Rehmannia glutinosa	99300	2407208525	Chromosome
GCA_001298625.1	SEUB3.0	Saccharomyces eubayanus	1080349	11670174	Chromosome
GCA_001672515.1	ASM167251v1	Colletotrichum higginsianum IMI 349063	759273	50716103	Chromosome
GCA_928085145.1	PGI_NEZAVIv3	Nezara viridula	85310	1185128795	Chromosome
GCA_019399895.2	Cobs3.1	Cardiocondyla obscurior	286306	193020115	Chromosome
GCA_014281875.1	ASM1428187v1	Nibea albiflora	240163	627578634	Chromosome
GCA_013401445.1	ASM1340144v1	Tripterygium wilfordii	458696	348533228	Chromosome
GCA_019925795.1	ASM1992579v1	Dendrobium chrysotoxum	161865	1368173789	Chromosome
GCA_041721565.1	HispidOSU	Sigmodon hispidus	42415	2504706843	Chromosome
GCA_018290095.1	Pv_5.2	Polypedilum vanderplanki	319348	118968711	Chromosome
GCA_912172775.2	Fraxinus pennsylvanica genome version 1.5	Fraxinus pennsylvanica	56036	756791288	Chromosome
GCA_003171515.3	CUR_PTRM4_2.2	Pyrenophora tritici-repentis	45151	40738834	Chromosome
GCA_001653235.2	ASM165323v2	Pochonia chlamydosporia 170	1380566	44215803	Chromosome
GCA_030684275.1	Acipenser_oxyrinchus.AOXY1.1	Acipenser oxyrinchus oxyrinchus	40147	1862452108	Chromosome
GCA_028583565.1	CAU_O.ammon polii_1.0	Ovis ammon polii	230172	2664279918	Chromosome
GCA_905067625.1	Bgtriticale_THUN12_genome_v1_2	Blumeria graminis f. sp. triticale	1689686	141403166	Chromosome
GCA_029531755.1	CAS_HOLleu_V1	Holothuria leucospilota	206669	1391422550	Chromosome
GCA_025413875.1	RHMOLv1	Rhododendron molle	49168	652158357	Chromosome
GCA_040581535.1	ASM4058153v1	Loxostege sticticalis	481309	485995121	Chromosome
GCA_033026295.1	C.striata _1.0	Channa striata	64152	623027645	Chromosome
GCA_012070555.1	ASM1207055v1	Brugia pahangi	6280	96379268	Chromosome
GCA_019202805.1	ASM1920280v1	Arabidopsis suecica	45249	271598466	Chromosome
GCA_016835505.1	ASM1683550v1	Polypterus senegalus	55291	3673863536	Chromosome
GCA_003672135.1	Obir_v5.4	Ooceraea biroi	2015173	223876465	Chromosome
GCA_035136125.1	Qrubra_687_v2.0	Quercus rubra	3512	738996406	Chromosome
GCA_020536995.1	UMN_Dpol_1.0	Dreissena polymorpha	45954	1797942340	Chromosome
GCA_002211085.2	PHallii_v3.1	Panicum hallii	206008	535889049	Chromosome
GCA_044505025.1	NAAS_Bs_1.0	Bienertia sinuspersici	338654	3607938889	Chromosome
GCA_037325665.1	US_GU_Lsax_2.0	Littorina saxatilis	31220	1256192465	Chromosome
GCA_000310025.1	ASM31002v1	Ectocarpus siliculosus	2880	195810619	Chromosome
GCA_000234665.4	ASM23466v4	Leishmania mexicana MHOM/GT/2001/U1103	929439	32108741	Chromosome
GCA_015680905.1	ASM1568090v1	Coptis chinensis	261450	935659790	Chromosome
GCA_037074985.1	ASM3707498v1	Solanum bulbocastanum	147425	737653378	Chromosome
GCA_000699445.3	UoM_Shae.V3	Schistosoma haematobium	6185	400271889	Chromosome
GCA_027726005.1	MPIPZ_junEff1m_1	Juncus effusus	13579	258276744	Chromosome
GCA_019609905.1	ASM1960990v1	Fusarium poae	36050	43859651	Chromosome
GCA_036186465.1	ASM3618646v1	Nesidiocoris tenuis	355587	265555232	Chromosome
GCA_036324505.1	JC_Emac_rtc_rv5	Eleginops maclovinus	56733	606289673	Chromosome
GCA_024703715.1	EnE101_chr_assembly_v3	Erysiphe necator	52586	80917019	Chromosome
GCA_918026875.4	PGI_DIATSA_v4	Diatraea saccharalis	40085	507694123	Chromosome
GCA_003711565.2	ASM371156v2	Takifugu flavidus	433684	366286831	Chromosome
GCA_014905175.1	ASM1490517v1	Aphidius gifuensis	684658	156944493	Chromosome
GCA_028052125.1	Melaze_AO_1.1	Melia azedarach	155640	230843767	Chromosome
GCA_000981445.1	Bbig001	Babesia bigemina	5866	13840936	Chromosome
GCA_044885175.1	PborFfbFv9	Pagothenia borchgrevinki	8213	935120776	Chromosome
GCA_001040885.1	S_ratti_ED321	Strongyloides ratti	34506	43150242	Chromosome
GCA_023974075.1	KU_Ca_2.0	Chaenocephalus aceratus	36190	1065596499	Chromosome
GCA_030169165.1	ASM3016916v1	Centaurea solstitialis	347529	765066052	Chromosome
GCA_026586065.1	Dzin_1.0	Dioscorea zingiberensis	325984	629184705	Chromosome
GCA_039657295.1	UGA_CmTU1867-BEI_1.0	Cryptosporidium meleagridis	93969	9178484	Chromosome
GCA_030490815.1	UCONN_Acsa_1.0	Acer saccharum	4024	626454929	Chromosome
GCA_029228465.1	ASM2922846v1	Salix viminalis	40686	282582452	Chromosome
GCA_029030765.1	ASM2903076v1	Salix suchowensis	1278906	382054263	Chromosome
GCA_001601855.1	ASM160185v1	Plasmodium reichenowi	5854	20477502	Chromosome
GCA_037954025.1	Pcoc_1	Phaseolus coccineus	3886	588672384	Chromosome
GCA_033026305.1	C_molitorella v1.0	Cirrhinus molitorella	172907	1033411071	Chromosome
GCA_040182925.1	ASM4018292v1	Culter alburnus	194366	1052771736	Chromosome
GCA_034509755.1	ASM3450975v1	Anisodus tanguticus	243964	1262549439	Chromosome
GCA_019097595.1	SWU_Hwy_1.0	Hemibagrus wyckioides	337641	789799567	Chromosome
GCA_964036135.1	CAEBRE_CFB2252	Caenorhabditis brenneri	135651	126475246	Chromosome
GCA_020497125.1	ASM2049712v1	Mauremys mutica	74926	2484351270	Chromosome
GCA_944470425.2	tdSchBovi1.2	Schistosoma bovis	6184	391788201	Chromosome
GCA_040110945.1	Zoavi_1_2	Zoarces viviparus	48416	663017713	Chromosome
GCA_012432095.1	ASM1243209v1	Onychostoma macrolepis	369639	886569841	Chromosome
GCA_035610365.1	HAU_Aqlei_1.0	Aquatica leii	1421715	1036906664	Chromosome
GCA_035578085.1	ASM3557808v1	Solanum pinnatisectum	50273	664135451	Chromosome
GCA_036429605.1	ASM3642960v1	Cladobotryum mycophilum	491253	40603195	Chromosome
GCA_031216635.1	KU_De_1.0	Dissostichus eleginoides	100907	844744120	Chromosome
GCA_036884735.1	HHUS_1.1	Huso huso	61971	1942381910	Chromosome
GCA_013167095.2	Dsi	Daphnia sinensis	1820382	119589095	Chromosome
GCA_020623625.1	UHD_SCDLUD_16	Saccharomycodes ludwigii	36035	12500424	Chromosome
GCA_014871385.1	CpurpureusR40_1_0	Ceratodon purpureus	3225	362511043	Chromosome
GCA_017589495.2	AALO_Geno_1.1	Alosa alosa	278164	854447983	Chromosome
GCA_004119915.2	ASM411991v2	Collichthys lucidus	240159	877615421	Chromosome
GCA_900074765.1	LAFE0	Lachancea fermentati	4955	10264457	Chromosome
GCA_019447015.1	UCB_Hboe_1.0	Hymenochirus boettgeri	247094	3210867089	Chromosome
GCA_030737845.1	ASM3073784v1	Acorus calamus	4465	721748827	Chromosome
GCA_009733165.1	Nana_v5	Naja naja	35670	1768535092	Chromosome
GCA_000342415.1	JCVI-bewag-v1.1	Theileria equi strain WA	1537102	11617598	Chromosome
GCA_964340505.1	Alaeq_EIv0.2	Alopecurus aequalis	114194	2849141745	Chromosome
GCA_023525975.1	ASM2352597v1	Smallanthus sonchifolius	185202	2716517244	Chromosome
GCA_043165305.1	ASM4316530v1	Flemingia macrophylla	520843	1006176190	Chromosome
GCA_035582795.1	USCA_MyAme_1.0	Mycteria americana	33587	1348542611	Chromosome
GCA_040285465.1	Mgal_1.0	Menopon gallinae	328185	154710484	Chromosome
GCA_014805685.1	ASM1480568v1	Silurus meridionalis	175797	742579920	Chromosome
GCA_029891345.1	Daus_2.0	Dryococelus australis	614101	3421361566	Chromosome
GCA_021442195.1	S.fallax v1.1	Sphagnum fallax	53036	395135179	Chromosome
GCA_009078335.1	ASM907833v1	Salix brachista	2182728	338822942	Chromosome
GCA_007990325.1	Gossypium_darwinii_v1.1	Gossypium darwinii	34276	2182957963	Chromosome
GCA_040670175.1	ASM4067017v1	Dendrobium thyrsiflorum	117978	1443559833	Chromosome
GCA_029891385.1	ASM2989138v1	Erythroxylum novogranatense	1862640	1299259972	Chromosome
GCA_019845555.1	ASM1984555v1	Aristolochia fimbriata	158543	257701785	Chromosome
GCA_029379385.1	Quisap_AO_1.2	Quillaja saponaria	32244	354887050	Chromosome
GCA_036169595.1	ASM3616959v1	Dictyostelium firmibasis	79012	31401279	Chromosome
GCA_019202795.1	ASM1920279v1	Arabidopsis thaliana x Arabidopsis arenosa	1240361	268555770	Chromosome
GCA_028009165.1	ASM2800916v1	Akanthomyces muscarius	2231603	36207525	Chromosome
GCA_023238725.1	ASM2323872v1	Scortum barcoo	214431	657949666	Chromosome
GCA_001625195.1	ASM162519v1	Drechmeria coniospora	98403	32831003	Chromosome
GCA_002563875.1	Bbes1.0	Besnoitia besnoiti	94643	58810784	Chromosome
GCA_014851425.1	ASM1485142v1	Senna tora	362788	526356977	Chromosome
GCA_944472135.2	tdTriRege1.2	Trichobilharzia regenti	157069	954242115	Chromosome
GCA_036247105.2	ASM3624710v2	Cirrhinus mrigala	683832	1057024841	Chromosome
GCA_003999625.1	OJAV_1.1	Oryzias javanicus	123683	809679899	Chromosome
GCA_018924745.1	UU_Maror_2	Marasmius oreades	181124	44306131	Chromosome
GCA_025200985.1	Dgunungcola_SK_2	Drosophila gunungcola	103775	189841955	Chromosome
GCA_015143295.1	ASM1514329v1	Tetracentron sinense	13715	1160336735	Chromosome
GCA_008369825.1	ASM836982v1	Triplophysa tibetana	1572043	652930317	Chromosome
GCA_017499595.2	MGC_Penvy_1	Psilocybe cubensis	181762	46389424	Chromosome
GCA_918026865.1	PGI_PHYEVI_v3	Phyllotreta striolata	444603	132261818	Chromosome
GCA_011114355.1	ASM1111435v1	Carex littledalei	544730	373852675	Chromosome
GCA_014282245.1	ASM1428224v1	Rhododendron simsii	118357	527682226	Chromosome
GCA_004329165.1	ASM432916v1	Spatholobus suberectus	455371	798470440	Chromosome
GCA_035582765.1	UCONN_Acne_2	Acer negundo	4023	420859882	Chromosome
GCA_040894045.1	UPYG_1.0	Umbra pygmaea	75934	1784301911	Chromosome
GCA_005393395.2	CCRI_HENU_Gaus_1.1	Gossypium australe	47621	1743386794	Chromosome
GCA_020921065.1	USDA_Vadar_1.0_pri	Vaccinium darrowii	229202	582668408	Chromosome
GCA_023973825.1	ASM2397382v1	Plasmodium brasilianum	5824	31374054	Chromosome
GCA_030737835.1	ASM3073783v1	Acorus gramineus	55184	398581865	Chromosome
GCA_023653495.1	Mcan_v2	Melastoma candidum	119954	256218469	Chromosome
GCA_029783415.1	ASM2978341v1	Anisodus acutangulus	402998	1260858109	Chromosome
GCA_028658345.1	Bduncani_v1	Babesia duncani	323732	10408054	Chromosome
GCA_017918235.1	LU_Pher_1.0	Porcisia hertigi	2761500	34958538	Chromosome
GCA_017916335.1	LU_Lori_1.0	Leishmania orientalis	2249476	34194276	Chromosome
GCA_017916325.1	LU_Lmar_1.0	Leishmania martiniquensis	1580590	32413670	Chromosome
GCA_041222665.1	Cwil_1.0	Cyamophila willieti	2604842	359659768	Chromosome
GCA_944472155.2	tdTriSzid1.2	Trichobilharzia szidati	157070	1116378626	Chromosome
GCA_017916305.1	LU_Lenr_1.0	Leishmania enriettii	5663	33318864	Chromosome
GCA_013339685.2	BIME_Hyas_1.3	Hyalomma asiaticum	266040	1713574309	Chromosome
GCA_029718625.1	SKAU_1.1	Synaphobranchus kaupii	118154	1503294022	Chromosome
GCA_023690525.1	ASM2369052v1	Holotrichia oblita	644536	1415113966	Chromosome
GCA_007726485.1	CERZOS_EC1.0	Eragrostis curvula	38414	603072269	Chromosome
GCA_013339745.2	BIME_Dsil_1.4	Dermacentor silvarum	543639	2474293395	Chromosome
GCA_944470395.2	tdSchTurk1.2	Schistosoma turkestanicum	1163369	425011079	Chromosome
GCA_015883425.2	CU_Lasu_v2	Lamprotornis superbus	245042	1068005652	Chromosome
GCA_933207985.1	aPelCul1.1_chrom	Pelobates cultripes	61616	3094940563	Chromosome
GCA_944474145.2	tdDicDend1.1c	Dicrocoelium dendriticum	57078	1889962902	Chromosome
GCA_025370935.1	NRCan_CFum_1	Choristoneura fumiferana	7141	575343295	Chromosome
GCA_042985785.1	USASK_Mmel_1	Mimus melanotis	245851	1013368168	Chromosome
GCA_004359215.2	BlacSF5v2	Bremia lactucae	4779	115935664	Chromosome
GCA_013677235.1	ASM1367723v1	Gossypium klotzschianum	34286	670958353	Chromosome
GCA_000835755.2	ASM83575v2	Cryptococcus tetragattii IND107	1296105	17799622	Chromosome
GCA_000277815.3	ASM27781v3	Encephalitozoon hellem ATCC 50504	907965	2251784	Chromosome
GCA_000321355.1	PcynB_1.0	Plasmodium cynomolgi strain B	1120755	26181343	Chromosome
GCA_037953625.1	Cpal_1	Crotalaria pallida	3830	1217412848	Chromosome
GCA_031835075.1	ASM3183507v1	Saguinus oedipus	9490	3240181431	Chromosome
GCA_040167595.1	Saponaria_officinalis_var_Norfolk2_v1.0	Saponaria officinalis	3572	2089936116	Chromosome
GCA_023701675.1	CAU_F1_maternal_1.0	Ovis ammon polii x Ovis aries	2918886	2970496992	Chromosome
GCA_039797435.1	Cadamanteus_3dDNAHiC_1.2	Crotalus adamanteus	8729	1696173748	Chromosome
GCA_020496765.1	ZSTU_Gsto	Gossypium stocksii	47602	1448113609	Chromosome
GCA_018127125.1	RGv1.1	Rhododendron griersonianum	479676	674776022	Chromosome
GCA_019925095.2	A622	Dendrolimus kikuchii	765133	705515768	Chromosome
GCA_019176425.1	MATL_1.0	Megalops atlanticus	7932	990029801	Chromosome
GCA_021904315.1	S.magellanicum v1.1	Sphagnum magellanicum	128215	439011478	Chromosome
GCA_014529385.2	ASM1452938v2	Adiantum capillus-veneris	13818	4822565590	Chromosome
GCA_035582545.1	ASM3558254v1	Trapa natans	22666	477423239	Chromosome
GCA_032871835.1	Dipteronia_dye	Dipteronia dyeriana	168575	914769786	Chromosome
GCA_027562975.1	MPIPZ_rhyBre1m_1.0	Rhynchospora breviuscula	2022672	420702111	Chromosome
GCA_029204025.1	ASM2920402v1	Blomia tropicalis	40697	64772007	Chromosome
GCA_012411365.1	AMELA_1.0	Ameiurus melas	219545	868496679	Chromosome
GCA_039657325.1	ASM3965732v1	Stephania cephalantha	152367	743000645	Chromosome
GCA_028502605.1	ASM2850260v1	Trichoderma breve	2034170	38609973	Chromosome
GCA_008009225.1	AYv1.1	Acer yangbiense	1000413	664928911	Chromosome
GCA_043381455.1	UWM_Rflu_1.0	Riccia fluitans	41844	446787430	Chromosome
GCA_019915245.1	ASM1991524v1	Fusarium musae	1042133	44015302	Chromosome
GCA_964270295.1	MTEXT_v1	Musa textilis	228183	538432191	Chromosome
GCA_040020575.1	Rfu_1.0	Rhynocoris fuscipes	488301	621561295	Chromosome
GCA_033220585.1	ASM3322058v1	Dipteronia sinensis	43782	711048948	Chromosome
GCA_036324595.1	JC_Cgun_ftc_fv8	Champsocephalus gunnari	52237	994201109	Chromosome
GCA_036250285.1	FXH_PpeL_2.0	Pyrocoelia pectoralis	417401	532084166	Chromosome
GCA_042479465.1	ASM4247946v1	Coilia grayii	363190	920626559	Chromosome
GCA_964030465.3	lpUroDecu1.2	Urochloa decumbens	240449	2879772915	Chromosome
GCA_019426215.1	BAv1.1	Buddleja alternifolia	168488	853114234	Chromosome
GCA_918026855.4	PGI_PHAECO_v4	Phaedon cochleariae	80249	869734947	Chromosome
GCA_000497125.2	ASM49712v2	Spironucleus salmonicida	348837	14545911	Chromosome
GCA_008932095.1	ASM893209v1	Pyrus ussuriensis x Pyrus communis	2448454	510637391	Chromosome
GCA_025200525.1	XYYC_v1.0	Camellia lanceoleosa	1840588	2999357698	Chromosome
GCA_034768735.1	ASM3476873v1	Schistosoma mekongi	38744	404245338	Chromosome
GCA_028583405.1	KU_S6	Pogonophryne albipinna	1090488	1074502020	Chromosome
GCA_017918215.1	LU_Lgha_1.0	Leishmania sp. Ghana 2012 LV757	2803181	35953538	Chromosome
GCA_029465975.1	DPEC_1.1	Dallia pectoralis	75939	719674739	Chromosome
GCA_026229545.1	Patl_V1	Pistacia atlantica	434234	505281571	Chromosome
GCA_020080835.1	MPM_Cglom_v2.3	Cotesia glomerata	32391	288846213	Chromosome
GCA_900005765.1	PRELSG	Plasmodium relictum	85471	22571969	Chromosome
GCA_018127085.1	P2C.v1.0	Pneumocystis sp. 'macacae'	2698480	8274841	Chromosome
GCA_024868665.2	Trosa_1v2	Triplophysa rosa	992332	684805028	Chromosome
GCA_029204005.1	ASM2920400v1	Salix udensis	889485	315873059	Chromosome
GCA_043235775.1	ASM4323577v1	Abeliophyllum distichum	126358	795717758	Chromosome
GCA_029228605.1	ASM2922860v1	Salix koriyanagi	2511006	339126720	Chromosome
GCA_010411085.1	CEY_v1	Cervus hanglu yarkandensis	84702	2594114534	Chromosome
GCA_008782695.1	UCB_Mmun_1.0	Muntiacus muntjak	9888	2573529099	Chromosome
GCA_000280035.2	ASM28003v2	Encephalitozoon romaleae SJ-2008	1178016	2187595	Chromosome
GCA_014858505.1	Ccitriodora_v2_1	Corymbia citriodora subsp. variegata	360336	544191601	Chromosome
GCA_029228515.1	Populus_alba_x_berolinensis.Group_A.v1.2	Populus alba x Populus x berolinensis	444605	532369601	Chromosome
GCA_964260605.1	mermerasm	Merluccius merluccius	8063	646507975	Chromosome
GCA_006937295.1	ASM693729v1	Carpinus fangiana	176857	381948906	Chromosome
GCA_964260565.1	borsaiasm	Boreogadus saida	44932	585721199	Chromosome
GCA_026184515.1	PsorP6_UCD_v1	Peronosclerospora sorghi	230839	325250994	Chromosome
GCA_022758105.1	PGIGA_1.1	Pangasianodon gigas	30993	827231152	Chromosome
GCA_008692095.1	UIUC_Espe_1.0	Etheostoma spectabile	54343	854790067	Chromosome
GCA_001602025.1	ASM160202v1	Plasmodium gaboni	647221	20356150	Chromosome
GCA_009746105.1	ASM974610v1	Rhododendron williamsianum	262921	532293122	Chromosome
GCA_013677245.1	ASM1367724v1	Gossypium davidsonii	34287	704223819	Chromosome
GCA_013677255.1	ASM1367725v1	Gossypium harknessii	34285	732154658	Chromosome
GCA_040182985.1	ASM4018298v1	Lithocarpus litseifolius	425828	963782541	Chromosome
GCA_041381175.1	UTM_Sdiv_1.0	Salvia divinorum	28513	541447152	Chromosome
GCA_039657365.1	ASM3965736v1	Stephania yunnanensis	152371	812197772	Chromosome
GCA_949775105.1	Ocorymbosa-M15.v1	Oldenlandia corymbosa var. corymbosa	529605	273711991	Chromosome
GCA_037954105.1	Cgla_1	Canavalia gladiata	3824	614525652	Chromosome
GCA_029692085.1	GJAV_1.0	Gymnothorax javanicus	473457	2124863002	Chromosome
GCA_040893045.1	Dmadeirensis_assembly01	Drosophila madeirensis	30013	135508623	Chromosome
GCA_027725995.1	MPIPZ_rhyTen1m_1	Rhynchospora tenuis	198213	397748660	Chromosome
GCA_030848705.1	IITP_Hsosn_ver7	Heracleum sosnowskyi	360622	1629177483	Chromosome
GCA_039657345.1	ASM3965734v1	Stephania japonica	461633	643419807	Chromosome
GCA_962446985.1	fXyrNov1.1	Xyrichtys novacula	13765	775535542	Chromosome
GCA_029852875.1	ASM2985287v1	Mythimna loreyi	667449	678263292	Chromosome
GCA_963693515.1	mPipNat.pri	Pipistrellus nathusii	59473	1804478338	Chromosome
GCA_022829145.1	AGOR_1.0	Albula goreensis	1534307	933663665	Chromosome
GCA_040954505.1	ASM4095450v1	Ranatra chinensis	642074	777970226	Chromosome
GCA_040437455.1	PleCup_hybrid	Plecturocebus cupreus	202457	2764079242	Chromosome
GCA_039657385.1	ASM3965738v1	Citrus x changshan-huyou	2935761	323511213	Chromosome
GCA_028095005.1	MPIPZ_rhyPub2m_2.0	Rhynchospora pubera	906938	1694853883	Chromosome
GCA_964267205.1	drPruBrig1.1	Prunus brigantina	151428	259721188	Chromosome
GCA_964030455.1	Ltrigynum_genome	Linum trigynum	586398	498043431	Chromosome
GCA_944470415.2	tdSchRodh1.2	Schistosoma rodhaini	6188	388462722	Chromosome
GCA_921882275.1	SP_BI_364.v2_0	Brenthis ino	405034	411873249	Chromosome
GCA_964014455.1	csSphJens1.h2.1	Sphagnum jensenii	128206	411508223	Chromosome
GCA_029851415.1	Ehay_zju_1.0	Eretmocerus hayati	131215	692130109	Chromosome
GCA_963970355.1	csSphTroe1.h2.1	Sphagnum troendelagicum	128251	378392600	Chromosome
GCA_944470205.2	tdSchMarg1.2	Schistosoma margrebowiei	48269	394892635	Chromosome
GCA_902729315.2	Spirodela_intermedia_8410_2	Spirodela intermedia	51605	136679681	Chromosome
GCA_954871325.2	tfGorSpeb1-WG-v2	Gordionus sp. m RMFG-2023	3053472	287640266	Chromosome
GCA_030435675.2	Sherm_1.1	Steinernema hermaphroditum	289476	90728449	Chromosome
GCA_033220425.1	Lene_EWU_01	Lepraria neglecta	209136	42023604	Chromosome
GCA_933534255.1	IP_504.v2_0	Iphiclides podalirius	110791	430729501	Chromosome
GCA_944470555.2	tdHetHame2.2	Heterobilharzia americana	39320	665588900	Chromosome
GCA_035222485.1	CBS124.78p_1.0	Podospora pseudoanserina	2609844	34828952	Chromosome
GCA_025433545.1	ASM2543354v1	Fusarium keratoplasticum	1328300	49462855	Chromosome
GCA_022379115.2	ASM2237911v2	Bauhinia variegata	167791	326365182	Chromosome
GCA_035222375.1	CBS415.72m_1.0	Podospora pseudocomata	2093779	34981282	Chromosome
GCA_944470375.2	tdSchGuin1.2	Schistosoma guineensis	393876	379320925	Chromosome
GCA_946903255.1	tdSchSpin1.1b	Schistosoma spindalis	6189	390075707	Chromosome
