Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submitter	Assembly BioProject Accession	Annotation Count Gene Total
GCA_035222475.1	CBS411.78m_1.0	Podospora pseudopauciseta	2093780		36064112	Chromosome	Uppsala University	PRJNA685103	11581
GCA_035222275.1	CBS112042p_1.0	Podospora bellae-mahoneyi	2093777		34330348	Chromosome	Uppsala University	PRJNA685103	11464
GCA_000001215.4	Release 6 plus ISO1 MT	Drosophila melanogaster	7227		143706478	Chromosome	The FlyBase Consortium/Berkeley Drosophila Genome Project/Celera Genomics	PRJNA13812	17872
GCA_000004515.5	Glycine_max_v4.0	Glycine max	3847		978386919	Chromosome	US DOE Joint Genome Institute (JGI-PGF)	PRJNA19861	52872
GCA_007990345.1	Gossypium_hirsutum_v2.1	Gossypium hirsutum	3635		2305241538	Chromosome	HudsonAlpha Genome Sequencing Center	PRJNA515894	75376
GCA_020379485.1	Da-Ae	Brassica napus	3708		1001499700	Chromosome	None	PRJNA627442	96440
GCA_000003195.3	Sorghum_bicolor_NCBIv3	Sorghum bicolor	4558		708735318	Chromosome	Sorghum Consortium	PRJNA13876	34118
GCA_003473485.2	MtrunA17r5.0-ANR	Medicago truncatula	3880		429612362	Chromosome	INRA/CNRS	PRJNA431767	50803
GCA_000004075.3	Cucumber_9930_V3	Cucumis sativus	3659		224801081	Chromosome	The Cucumber Genome Initiative	PRJNA33619	24012
GCA_000002595.3	Chlamydomonas_reinhardtii_v5.5	Chlamydomonas reinhardtii	3055		111098438	Chromosome	DOE Joint Genome Institute	PRJNA12260	17743
GCA_000002655.1	ASM265v1	Aspergillus fumigatus Af293	330879		29384958	Chromosome	J. Craig Venter Institute	PRJNA131	9916
GCA_000346465.2	Prunus_persica_NCBIv2	Prunus persica	3760		227411381	Chromosome	PGF	PRJNA31227	26873
GCA_000006565.2	TGA4	Toxoplasma gondii ME49	508771		65633124	Chromosome	J. Craig Venter Institute	PRJNA28893	8920
GCA_000182925.2	NC12	Neurospora crassa OR74A	367110		41037538	Chromosome	Broad Institute	PRJNA13841	10591
GCA_000499845.2	P. vulgaris v2.0	Phaseolus vulgaris	3885		537154354	Chromosome	JGI	PRJNA41439	27433
GCA_000002495.2	MG8	Pyricularia oryzae 70-15	242507		40979121	Chromosome	International Rice Blast Genome Consortium	PRJNA13840	13184
GCA_000240135.3	ASM24013v3	Fusarium graminearum PH-1	229533		36458046	Chromosome	International Gibberella zeae Genomics Consortium	PRJNA13839	13726
GCA_000002445.1	ASM244v1	Trypanosoma brucei brucei TREU927	185431		26075494	Chromosome	Trypanosoma brucei consortium	PRJNA11756	10234
GCA_000004195.4	UCB_Xtro_10.0	Xenopus tropicalis	8364		1451283599	Chromosome	University of California, Berkeley	PRJNA577946	25015
GCA_001659605.2	M.esculenta_v8	Manihot esculenta	3983		639586700	Chromosome	DOE-Joint Genome Institute	PRJNA234389	32805
GCA_002870075.4	Lsat_Salinas_v11	Lactuca sativa	4236		2589853228	Chromosome	Lettuce Genome Sequencing Consortium	PRJNA173551	44232
GCA_000005505.4	Brachypodium_distachyon_v3.0	Brachypodium distachyon	15368		271163419	Chromosome	JGI-PGF	PRJNA32607	34310
GCA_000150955.2	ASM15095v2	Phaeodactylum tricornutum CCAP 1055/1	556484		27450724	Chromosome	Diatom Consortium	PRJNA13152	10398
GCA_000002775.4	P.trichocarpa_v4.1	Populus trichocarpa	3694		392162179	Chromosome	US DOE Joint Genome Institute (JGI	PRJNA10772	34699
GCA_030052815.1	ASM3005281v1	Hevea brasiliensis	3981		1876490218	Chromosome	Chinese Academy of Tropical Agricultural Sciences	PRJNA945562	35316
GCA_024323335.2	CAAS_Psat_ZW6_1.0	Pisum sativum	3888		3796066963	Chromosome	Institute of Microbiology, Chinese Academy of Sciences	PRJNA730094	47515
GCA_002127325.2	HanXRQr2.0-SUNRISE	Helianthus annuus	4232		3009595538	Chromosome	International Consortium for Sunflower Genomics	PRJNA345532	83587
GCA_000004695.1	dicty_2.7	Dictyostelium discoideum AX4	352472		34134454	Chromosome	The Dictyostelium discoideum Sequencing Consortium	PRJNA201	13892
GCA_000263155.2	Setaria_italica_v2.0	Setaria italica	4555		405732883	Chromosome	JGI-PGF	PRJNA32913	34584
GCA_000801105.3	ASM80110v3	Raphanus sativus	3726		433430583	Chromosome	Myongji University	PRJNA239785	52314
GCA_000184455.3	ASM18445v3	Aspergillus oryzae RIB40	510516		37882812	Chromosome	National Institute of Technology and Evaluation (NITE), Japan	PRJNA20809	12347
GCA_000002415.2	ASM241v2	Plasmodium vivax	5855		27007701	Chromosome	TIGR	PRJNA150	5507
GCA_900002375.2	GCA_900002375	Plasmodium berghei ANKA	5823		18740246	Chromosome	WTSI	PRJEB5710	5264
GCA_000149555.1	ASM14955v1	Fusarium verticillioides 7600	334819		41791161	Chromosome	Syngenta Biotechnology, Inc.	PRJNA15553	16240
GCA_016808335.1	P.virgatum_v5	Panicum virgatum	38727		1129857985	Chromosome	DOE Joint Genome Institute	PRJNA40657	80278
GCA_001723175.3	ASM172317v3	Penicillium oxalicum	69781		30795872	Chromosome	Guangxi University	PRJNA772803	9974
GCA_000002435.2	UU_WB_2.1	Giardia intestinalis	5741		12078186	Chromosome	Marine Biological Laboratory	PRJNA1439	5388
GCA_964271285.1	ddAraHall_1.3	Arabidopsis halleri	81970		227207528	Chromosome	Genoscope	PRJEB80534	36016
GCA_013339725.1	BIME_Rmic_1.3	Rhipicephalus microplus	6941		2529915399	Chromosome	TIGMIC Group	PRJNA633311	29870
GCA_001411555.2	Walnut 2.0	Juglans regia	51240		572786133	Chromosome	Johns Hopkins University	PRJNA291087	37265
GCA_015852605.2	ASM1585260v2	Populus deltoides	3696		424589836	Chromosome	Nanjing Forestry University	PRJNA645637	31722
GCA_029852735.1	ASM2985273v1	Persea americana	3435		912940922	Chromosome	University of Queensland	PRJNA818813	42442
GCA_005286985.2	Setaria_viridis_v4.0	Setaria viridis	4556		397277387	Chromosome	DOE Joint Genome Institute	PRJNA265547	29807
GCA_048183575.1	ASM4818357v1	Vicia faba	3906		11807183301	Chromosome	Institute of Crop Sciences, Chinese Academy of Agricultural Sciences	PRJNA1025910	37398
GCA_002994745.2	RchiOBHm-V2	Rosa chinensis	74649		515118979	Chromosome	INRA/CNRS	PRJNA413292	50539
GCA_018804465.1	PTv2	Populus tomentosa	118781		738799493	Chromosome	Ori-Gene Co. Ltd.	PRJNA613008	60139
GCA_030272615.1	Sugi_1.0	Cryptomeria japonica	3369		9046532310	Chromosome	Department of Forest Molecular Genetics and Biotechnology, Forestry and Forest Products Research Institute	PRJDB13806	61793
GCA_018446385.1	Zo_v1.1	Zingiber officinale	94328		3090266393	Chromosome	Ori-Gene Co. Ltd.	PRJNA647255	76237
GCA_016881025.1	HiC_Itri_2	Ictidomys tridecemlineatus	43179		2478949113	Chromosome	Stanford University School of Medicine	PRJNA647389	42878
GCA_000149405.2	ASM14940v2	Thalassiosira pseudonana CCMP1335	296543		32437365	Chromosome	Diatom Consortium	PRJNA191	11771
GCA_033026475.1	Channa argus male v1.0	Channa argus	215402		675457141	Chromosome	Pearl River Fisheries Research Institute Chinese Academy of Fishery Sciences	PRJNA1001177	24603
GCA_000004555.3	CB4	Caenorhabditis briggsae	6238		108384165	Chromosome	The C.briggsae Sequencing Consortium	PRJNA10731	22739
GCA_021901695.1	Pst134E36_v1_pri	Puccinia striiformis f. sp. tritici	168172		89491239	Chromosome	Australian National University	PRJNA749614	17813
GCA_000002875.2	ASM287v2	Leishmania infantum JPCM5	435258		32122061	Chromosome	The Sanger Institute	PRJNA12658	8383
GCA_032690845.1	Eleusine_coracana_v1.0	Eleusine coracana subsp. coracana	191504		1111714373	Chromosome	University of Georgia	PRJNA838475	48836
GCA_000165345.1	ASM16534v1	Cryptosporidium parvum Iowa II	353152		9102324	Chromosome	Univ. Minnesota	PRJNA144	3887
GCA_905115235.1	iHerIll2.2.curated.20191125	Hermetia illucens	343691		1004932590	Chromosome	CAM	PRJEB37575	16478
GCA_025999795.1	ASM2599979v1	Monascus purpureus	5098		24475985	Chromosome	The United Graduate School of Agricultural Sciences Kagoshima University	PRJDB11993	9270
GCA_902201215.1	ALMONDv2	Prunus dulcis	3755		227599157	Chromosome	CNAG	PRJEB32994	109390
GCA_022985175.1	IGBB_LRoh.1.0	Labeo rohita	84645		1126541939	Chromosome	Mississippi State University	PRJNA650519	31274
GCA_003073045.1	ASM307304v1	Pomacea canaliculata	400727		440143917	Chromosome	Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences	PRJNA427478	21725
GCA_902829305.4	PGI_SPEXI_v6	Spodoptera exigua	7107		450885128	Chromosome	ROTHAMSTED RESEARCH	PRJEB36598	13002
GCA_004193775.2	ASM419377v2	Glycine soja	3848		1013211804	Chromosome	The Chinese University of Hong Kong	PRJNA486704	55539
GCA_029721355.1	KUTeg	Tegillarca granosa	220873		915485251	Chromosome	Korea University	PRJNA670820	25076
GCA_001876935.1	Aspof.V1	Asparagus officinalis	4686		1187538024	Chromosome	University of Georgia	PRJNA317340	27986
GCA_026262505.1	NYU_TvagG3_2	Trichomonas vaginalis G3	412133		181466644	Chromosome	New York University	PRJNA885811	88188
GCA_902850365.2	PGI_CHILSU_V6	Chilo suppressalis	168631		783446955	Chromosome	ROTHAMSTED RESEARCH	PRJEB37827	11366
GCA_005239225.2	ASM523922v2	Populus alba	43335		416395670	Chromosome	Chinese Academy of Forestry	PRJNA491245	34010
GCA_038502225.1	ASM3850222v1	Cherax quadricarinatus	27406		3954007681	Chromosome	Sun Yat-sen University	PRJNA904538	17536
GCA_009829735.1	ASM982973v1	Pyropia yezoensis	2788		107590730	Chromosome	Ocean University	PRJNA589917	12940
GCA_004355905.1	PgNI	Pyricularia grisea	148305		44557582	Chromosome	Academia Sinica	PRJNA507314	12441
GCA_016808095.1	ASM1680809v1	Vigna angularis	3914		447806493	Chromosome	Heilongjiang Academy of Agricultural Sciences	PRJNA629451	25941
GCA_018687715.1	C.illinoinensisPawnee_v1	Carya illinoinensis	32201		674272338	Chromosome	DOE Joint Genome Institute	PRJNA680556	32267
GCA_040584065.1	ASM4058406v1	Brassica carinata	52824		1070359184	Chromosome	Huazhong Agricultural University	PRJNA952808	102249
GCA_048537945.1	crg_Mlei_v2	Mnemiopsis leidyi	27923		208176570	Chromosome	Centre for Genomic Regulation	PRJNA1174117	19625
GCA_003573695.1	ASM357369v1	Papaver somniferum	3469		2715377404	Chromosome	Xi'an Jiaotong University	PRJNA435796	51212
GCA_022539455.1	Dnobile	Dendrobium nobile	94219		1199116975	Chromosome	Guangzhou Medical University	PRJNA725550	29476
GCA_019176455.1	IFAPA_SoseM_1	Solea senegalensis	28829		603518608	Chromosome	IFAPA	PRJNA643826	27173
GCA_020310875.1	C.richardii_v2	Ceratopteris richardii	49495		7462456809	Chromosome	Open Green Genomes Project	PRJNA729743	36816
GCA_032884065.1	ASM3288406v1	Artemia franciscana	6661		1270721945	Chromosome	Korea University	PRJNA991266	20122
GCA_001865875.1	LupAngTanjil_v1.0	Lupinus angustifolius	3871		609203021	Chromosome	CSIRO	PRJNA299755	33074
GCA_917627325.4	PGI_CHIRRI_v4	Chironomus riparius	315576		191837449	Chromosome	ROTHAMSTED RESEARCH	PRJEB47883	15185
GCA_907165135.1	OKI2018_I68_1.0	Oikopleura dioica	34765		64272340	Chromosome	OKINAWA INSTITUTE OF SCIENCE AND TECHNOLOGY	PRJEB40135	17260
GCA_047496595.1	OSU_TarKok_2.0	Taraxacum kok-saghyz	333970		1212967972	Chromosome	Ohio State University	PRJNA792143	40057
GCA_020875875.1	Dalata_v2	Dioscorea alata	55571		480026477	Chromosome	University of California Berkeley	PRJNA666450	25189
GCA_009905375.1	ASM990537v1	Apium graveolens	4045		3332577507	Chromosome	North China University of Science and Technology	PRJNA593940	1660
GCA_013339695.2	BIME_Rsan_1.4	Rhipicephalus sanguineus	34632		2365502231	Chromosome	TIGMIC Group	PRJNA633311	25722
GCA_003952965.2	Mru_ZJU_2	Morella rubra	262757		313008583	Chromosome	Zhejiang University	PRJNA398601	29351
GCA_001531365.2	CcrdV1.1	Cynara cardunculus var. scolymus	59895		724962400	Chromosome	Compositae Genome Project	PRJNA238069	26498
GCA_000165395.2	ASM16539v2	Babesia bovis T2Bo	484906		8195476	Chromosome	The J. Craig Venter Institute	PRJNA18731	3980
GCA_949782905.1	mRanTar1.h1.1	Rangifer tarandus platyrhynchus	3082113		2971153391	Chromosome	EBP Norway	PRJEB60852	32680
GCA_023525745.1	ASM2352574v1	Arctium lappa	4217		1727363248	Chromosome	Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences	PRJNA764011	46935
GCA_911865555.2	T_arvense_v2	Thlaspi arvense	13288		525555146	Chromosome	ecSeq Bioinformatics GmbH	PRJEB46635	26392
GCA_023525715.1	ASM2352571v1	Cichorium intybus	13427		1278752569	Chromosome	Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences	PRJNA798105	53946
GCA_009771035.1	CNRS_Lalb_1.0	Lupinus albus	3870		449991378	Chromosome	White lupin genome	PRJNA575804	41385
GCA_000180635.4	El Paco v. 4	Pristionchus pacificus	54126		158478356	Chromosome	Washington University (WashU)	PRJNA12644	28149
GCA_000757645.3	ASM75764v3	Steinernema carpocapsae	34508		84512609	Chromosome	California Institute of Technology	PRJNA202318	30825
GCA_010015445.1	GENO_Pfluv_1.0	Perca fluviatilis	8168		951345774	Chromosome	SEX'PERCH	PRJNA549142	27915
GCA_030979885.1	Rabiosa unphased assembly	Lolium multiflorum	4521		2462086667	Chromosome	Molecular Plant Breeding Group, ETH Zurich	PRJNA990649	72039
GCA_009739505.2	ASM973950v2	Apolygus lucorum	248454		1023618409	Chromosome	Agricultural Genomics Institute at Shenzhen	PRJNA526332	20353
GCA_001879085.1	NIATTr2	Nicotiana attenuata	49451		2365682703	Chromosome	Max Planck Institute for Chemical Ecology	PRJNA316810	33320
GCA_007210705.1	Tcal_SD_v2.1	Tigriopus californicus	6832		191142546	Chromosome	Scripps Institution of Oceanography	PRJNA237968	15577
GCA_000006355.3	GCA_000006355.2	Plasmodium knowlesi strain H	5851		24359384	Chromosome	Wellcome Trust Sanger Institute	PRJEA28803	5501
GCA_000303195.2	FP7	Fusarium pseudograminearum CS3096	1028729		36863345	Chromosome	CSIRO	PRJNA66583	12447
GCA_000165365.1	ASM16536v1	Theileria parva strain Muguga	333668		8308027	Chromosome	TIGR	PRJNA16138	4129
GCA_000002845.2	ASM284v2	Leishmania braziliensis MHOM/BR/75/M2904	420245		32068771	Chromosome	The Sanger Institute	PRJEA18663	8468
GCA_030867185.1	ASM3086718v1	Tagetes erecta	13708		778926021	Chromosome	Agricultural Genomics Institute at Shenzhen,Chinese Academy of Agricultural Sciences	PRJNA975275	42529
GCA_046226855.1	ASM4622685v1	Eucalyptus globulus	34317		556979041	Chromosome	Southwest Forestry University	PRJNA1190129	36387
GCA_004354835.1	PFLA_1.0	Perca flavescens	8167		877439799	Chromosome	INRA (Fish Physiology and Genomics laboratory)	PRJNA514308	24486
GCA_019776745.2	Ta-2021	Taxus chinensis	29808		10237952243	Chromosome	Chinese academy of agriculture sciences	PRJNA730337	44770
GCA_009363875.1	ASM936387v1	Mikania micrantha	192012		1790643622	Chromosome	Agricultural Genomics institute at Shenzhen	PRJNA528368	46351
GCA_003604175.2	CSKR.v2	Clonorchis sinensis	79923		558124894	Chromosome	The University of Melbourne	PRJNA386618	13489
GCA_000209165.1	ASM20916v1	Scheffersomyces stipitis CBS 6054	322104		15441179	Chromosome	DOE Joint Genome Institute	PRJNA16843	5819
GCA_037954015.1	Ptet_1	Psophocarpus tetragonolobus	3891		709758061	Chromosome	Agricultural Genomics Institute at Shenzhen	PRJNA1003673	38941
GCA_031761385.1	Nec_am_Ar_1.0	Necator americanus	51031		234457255	Chromosome	Cornell University	PRJNA1007425	26579
GCA_010183535.1	CRPX506	Caenorhabditis remanei	31234		130466896	Chromosome	University of Oregon	PRJNA577507	26332
GCA_963859935.3	JIC_Lsat_v2.1.1	Lathyrus sativus	3860		5967284493	Chromosome	John Innes Centre	PRJEB70892	31719
GCA_004837865.1	BananaB_V1	Musa balbisiana	52838		492775286	Chromosome	Institute of Tropical Bioscience and Biotechnology	PRJNA432894	35148
GCA_019925795.1	ASM1992579v1	Dendrobium chrysotoxum	161865		1368173789	Chromosome	The Orchid Conservation and Research Center of Shenzhen	PRJNA664445	30041
GCA_039720395.1	ZJU_Lfor_1.0	Liquidambar formosana	63359		718378248	Chromosome	Zhejiang University	PRJNA797281	28611
GCA_016081115.2	ASM1608111v2	Rehmannia glutinosa	99300		2407208525	Chromosome	Henan University of Chinese Medicine	PRJNA631301	50067
GCA_001298625.1	SEUB3.0	Saccharomyces eubayanus	1080349		11670174	Chromosome	University of Wisconsin-Madison	PRJNA243390	5687
GCA_001672515.1	ASM167251v1	Colletotrichum higginsianum IMI 349063	759273		50716103	Chromosome	GATC Biotech AG	PRJNA47061	14651
GCA_028583565.1	CAU_O.ammon polii_1.0	Ovis ammon polii	230172		2664279918	Chromosome	China Agricultural University	PRJNA807094	20907
GCA_029531755.1	CAS_HOLleu_V1	Holothuria leucospilota	206669		1391422550	Chromosome	Chinese Academy of Sciences	PRJNA747844	33857
GCA_040581535.1	ASM4058153v1	Loxostege sticticalis	481309		485995121	Chromosome	Institute of Grassland Research of Chinese Academy of Agricultural Sciences	PRJNA1118492	17434
GCA_033026295.1	C.striata _1.0	Channa striata	64152		623027645	Chromosome	Pearl River Fisheries Research Institute, Chinese Academy of Fishery Sciences	PRJNA998235	26479
GCA_928085145.1	PGI_NEZAVIv3	Nezara viridula	85310		1185128795	Chromosome	ROTHAMSTED RESEARCH	PRJEB47893	15972
GCA_019399895.2	Cobs3.1	Cardiocondyla obscurior	286306		193020115	Chromosome	University of Muenster	PRJNA934066	20944
GCA_014281875.1	ASM1428187v1	Nibea albiflora	240163		627578634	Chromosome	Marine Fishery Institute of Zhejiang Province	PRJNA577200	23345
GCA_013401445.1	ASM1340144v1	Tripterygium wilfordii	458696		348533228	Chromosome	Capital medical University	PRJNA542587	27860
GCA_047302245.1	Hca.v20180122	Hibiscus cannabinus	229543		1078801868	Chromosome	Fujian Agriculture and Forestry University	PRJNA596386	64841
GCA_037325665.1	US_GU_Lsax_2.0	Littorina saxatilis	31220		1256192465	Chromosome	Goteborg University	PRJNA850123	25144
GCA_018290095.1	Pv_5.2	Polypedilum vanderplanki	319348		118968711	Chromosome	National Agriculture and Food Research Organization	PRJNA660906	17863
GCA_912172775.2	Fraxinus pennsylvanica genome version 1.5	Fraxinus pennsylvanica	56036		756791288	Chromosome	UNIVERSITY OF TENNESSEE- KNOXVILLE	PRJEB46894	35469
GCA_003171515.3	CUR_PTRM4_2.2	Pyrenophora tritici-repentis	45151		40738834	Chromosome	Curtin University	PRJNA315205	15458
GCA_001653235.2	ASM165323v2	Pochonia chlamydosporia 170	1380566		44215803	Chromosome	The Institute of Vegetables and Flowers CAAS	PRJNA310157	14318
GCA_030684275.1	Acipenser_oxyrinchus.AOXY1.1	Acipenser oxyrinchus oxyrinchus	40147		1862452108	Chromosome	Elena Santidrian, Ron DirksHeiner Kuhl, Jörn Gessner, Sven Wuertz, Matthias Stöck, Kang Du, Manfred Schartl,Christophe Klopp, Yann Guiguen, Cédric Cabau, Céline Lopez-Roques	PRJNA498289	38770
GCA_905067625.1	Bgtriticale_THUN12_genome_v1_2	Blumeria graminis f. sp. triticale	1689686		141403166	Chromosome	UNIVERSITY OF ZURICH	PRJEB40658	7993
GCA_015680905.1	ASM1568090v1	Coptis chinensis	261450		935659790	Chromosome	Hubei University of Chinese Medicine	PRJNA662860	40011
GCA_025413875.1	RHMOLv1	Rhododendron molle	49168		652158357	Chromosome	Ori-Gene Co. Ltd.	PRJNA804375	40578
GCA_012070555.1	ASM1207055v1	Brugia pahangi	6280		96379268	Chromosome	University of Maryland	PRJNA394254	11689
GCA_047288015.1	OUC_Can_1.0	Mactra antiquata	2302425		791834592	Chromosome	Ocean University of China	PRJNA1169764	24592
GCA_019202805.1	ASM1920280v1	Arabidopsis suecica	45249		271598466	Chromosome	Nanjing Agricultural University	PRJNA669593	60553
GCA_016835505.1	ASM1683550v1	Polypterus senegalus	55291		3673863536	Chromosome	BGI	PRJNA599026	23372
GCA_003672135.1	Obir_v5.4	Ooceraea biroi	2015173		223876465	Chromosome	The Rockefeller University	PRJNA420369	13099
