"Accn","Group","Organism.Taxonomic.ID","Organism.Name","SIN1","RICTOR","RAPTOR","TOR","LST8","D1","Class.name","Phylum.name","Order.name","Family.name","Genus.name","Source"
"GCA_013358455.1","Streptophyta",46969,"Thalictrum thalictroides",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Ranunculales","Ranunculaceae","Thalictrum","NCBI"
"GCA_013401445.1","Streptophyta",458696,"Tripterygium wilfordii",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Celastrales","Celastraceae","Tripterygium","NCBI"
"GCA_013467465.1","Streptophyta",34281,"Gossypium trilobum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_013467485.1","Streptophyta",34289,"Gossypium lobatum",NA,NA,"H","H","M","M","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_013467495.1","Streptophyta",34282,"Gossypium gossypioides",NA,NA,"H","H",NA,"L","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_013487665.1","Streptophyta",34290,"Gossypium aridum",NA,NA,"H","H","M","M","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_013511315.1","Streptophyta",34288,"Gossypium laxum",NA,NA,"H","H",NA,"L","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_013676235.1","Streptophyta",4442,"Camellia sinensis",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Ericales","Theaceae","Camellia","NCBI"
"GCA_013677235.1","Streptophyta",34286,"Gossypium klotzschianum",NA,NA,"H","H",NA,"M","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_013677245.1","Streptophyta",34287,"Gossypium davidsonii",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_013677255.1","Streptophyta",34285,"Gossypium harknessii",NA,NA,"H","H","M","M","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_013677265.1","Streptophyta",34283,"Gossypium armourianum",NA,NA,"H","H","M","M","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_013677275.1","Streptophyta",34291,"Gossypium schwendimanii",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_014058105.1","Streptophyta",39325,"Kingdonia uniflora",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ranunculales","Circaeasteraceae","Kingdonia","NCBI"
"GCA_014180765.2","Streptophyta",56867,"Marchantia paleacea",NA,NA,"H","H","H","H","Marchantiopsida","Streptophyta","Marchantiales","Marchantiaceae","Marchantia","NCBI"
"GCA_014282245.1","Streptophyta",118357,"Rhododendron simsii",NA,NA,"H","H","M","H","Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron","NCBI"
"GCA_014319735.1","Streptophyta",4432,"Nelumbo nucifera",NA,NA,NA,NA,NA,"H","Magnoliopsida","Streptophyta","Proteales","Nelumbonaceae","Nelumbo","NCBI"
"GCA_014362265.1","Streptophyta",165716,"Actinidia rufa",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Ericales","Actinidiaceae","Actinidia","NCBI"
"GCA_014529385.2","Streptophyta",13818,"Adiantum capillus-veneris",NA,NA,"H","H","H","H","Polypodiopsida","Streptophyta","Polypodiales","Pteridaceae","Adiantum","NCBI"
"GCA_014851425.1","Streptophyta",362788,"Senna tora",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Senna","NCBI"
"GCA_014858505.1","Streptophyta",360336,"Corymbia citriodora subsp. variegata",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Myrtales","Myrtaceae","Corymbia","NCBI"
"GCA_014871385.1","Streptophyta",3225,"Ceratodon purpureus",NA,NA,"H","H","H","M","Bryopsida","Streptophyta","Pseudoditrichales","Ditrichaceae","Ceratodon","NCBI"
"GCA_014905375.1","Streptophyta",374723,"Phtheirospermum japonicum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Orobanchaceae","Phtheirospermum","NCBI"
"GCA_015143295.1","Streptophyta",13715,"Tetracentron sinense",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Trochodendrales","Trochodendraceae","Tetracentron","NCBI"
"GCA_015342445.1","Streptophyta",1010633,"Digitaria exilis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Digitaria","NCBI"
"GCA_015680905.1","Streptophyta",261450,"Coptis chinensis",NA,NA,"H","H","M","H","Magnoliopsida","Streptophyta","Ranunculales","Ranunculaceae","Coptis","NCBI"
"GCA_015731905.1","Streptophyta",1413687,"Salix dunnii",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix","NCBI"
"GCA_015852605.2","Streptophyta",3696,"Populus deltoides",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus","NCBI"
"GCA_016081115.2","Streptophyta",99300,"Rehmannia glutinosa",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Lamiales","Orobanchaceae","Rehmannia","NCBI"
"GCA_016413885.1","Streptophyta",51239,"Vanilla planifolia",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Vanilla","NCBI"
"GCA_016771965.1","Streptophyta",52824,"Brassica carinata",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica","NCBI"
"GCA_016808215.1","Streptophyta",32201,"Carya illinoinensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fagales","Juglandaceae","Carya","NCBI"
"GCA_016808335.1","Streptophyta",38727,"Panicum virgatum",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Poales","Poaceae","Panicum","NCBI"
"GCA_017552425.1","Streptophyta",1278906,"Salix suchowensis","L",NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix","NCBI"
"GCA_017639395.1","Streptophyta",1813537,"Brassica rapa subsp. trilocularis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica","NCBI"
"GCA_018107945.1","Streptophyta",4076,"Datura stramonium",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Datura","NCBI"
"GCA_018127125.1","Streptophyta",479676,"Rhododendron griersonianum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron","NCBI"
"GCA_018258275.1","Streptophyta",4109,"Solanum commersonii",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum","NCBI"
"GCA_018446385.1","Streptophyta",94328,"Zingiber officinale",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Zingiberales","Zingiberaceae","Zingiber","NCBI"
"GCA_018691285.1","Streptophyta",37648,"Cucurbita argyrosperma subsp. sororia",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucurbita","NCBI"
"GCA_018804465.1","Streptophyta",118781,"Populus tomentosa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus","NCBI"
"GCA_019202795.1","Streptophyta",1240361,"Arabidopsis thaliana x Arabidopsis arenosa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis","NCBI"
"GCA_019202805.1","Streptophyta",45249,"Arabidopsis suecica",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis","NCBI"
"GCA_019279435.1","Streptophyta",103762,"Zizania palustris",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Zizania","NCBI"
"GCA_019321725.1","Streptophyta",586722,"Paulownia fortunei",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Lamiales","Paulowniaceae","Paulownia","NCBI"
"GCA_019426215.1","Streptophyta",168488,"Buddleja alternifolia",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Scrophulariaceae","Buddleja","NCBI"
"GCA_019455425.1","Streptophyta",47600,"Gossypium anomalum",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_019511825.2","Streptophyta",151328,"Perilla frutescens var. frutescens",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Lamiaceae","Perilla","NCBI"
"GCA_019722365.1","Streptophyta",34254,"Lithospermum erythrorhizon",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Boraginales","Boraginaceae","Lithospermum","NCBI"
"GCA_019776745.2","Streptophyta",29808,"Taxus chinensis",NA,NA,"H","H","H","H","Pinopsida","Streptophyta","Cupressales","Taxaceae","Taxus","NCBI"
"GCA_019845555.1","Streptophyta",158543,"Aristolochia fimbriata",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Piperales","Aristolochiaceae","Aristolochia","NCBI"
"GCA_019925795.1","Streptophyta",161865,"Dendrobium chrysotoxum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium","NCBI"
"GCA_020169535.1","Streptophyta",4113,"Solanum tuberosum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum","NCBI"
"GCA_020310875.1","Streptophyta",49495,"Ceratopteris richardii",NA,NA,"H","H",NA,"H","Polypodiopsida","Streptophyta","Polypodiales","Pteridaceae","Ceratopteris","NCBI"
"GCA_020424065.1","Streptophyta",36596,"Prunus armeniaca",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus","NCBI"
"GCA_020496765.1","Streptophyta",47602,"Gossypium stocksii",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_020521535.1","Streptophyta",152421,"Rubroshorea leprosula",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Dipterocarpaceae","Rubroshorea","NCBI"
"GCA_020796205.1","Streptophyta",714518,"Ziziphus jujuba var. spinosa",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Rosales","Rhamnaceae","Ziziphus","NCBI"
"GCA_020796215.1","Streptophyta",99658,"Xanthoceras sorbifolium",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Xanthoceras","NCBI"
"GCA_020875875.1","Streptophyta",55571,"Dioscorea alata",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Dioscoreales","Dioscoreaceae","Dioscorea","NCBI"
"GCA_020921065.1","Streptophyta",229202,"Vaccinium darrowii",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Ericales","Ericaceae","Vaccinium","NCBI"
"GCA_021442195.1","Streptophyta",53036,"Sphagnum fallax",NA,NA,"H","H","H","H","Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum","NCBI"
"GCA_021604985.1","Streptophyta",191504,"Eleusine coracana subsp. coracana",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Eleusine","NCBI"
"GCA_021904315.1","Streptophyta",128215,"Sphagnum magellanicum",NA,NA,"H","H","H","H","Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum","NCBI"
"GCA_022085475.1","Streptophyta",39905,"Heliosperma pusillum",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Caryophyllales","Caryophyllaceae","Heliosperma","NCBI"
"GCA_022343405.2","Streptophyta",2759587,"Adiantum nelumboides","M","H","H","H","H","H","Polypodiopsida","Streptophyta","Polypodiales","Pteridaceae","Adiantum","NCBI"
"GCA_022379115.2","Streptophyta",167791,"Bauhinia variegata",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Bauhinia","NCBI"
"GCA_022539455.1","Streptophyta",94219,"Dendrobium nobile",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium","NCBI"
"GCA_023344035.1","Streptophyta",120290,"Psidium guajava",NA,NA,"H","H","L",NA,"Magnoliopsida","Streptophyta","Myrtales","Myrtaceae","Psidium","NCBI"
"GCA_023376185.1","Streptophyta",114280,"Cichorium endivia","H","H","H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Cichorium","NCBI"
"GCA_023525715.1","Streptophyta",13427,"Cichorium intybus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Cichorium","NCBI"
"GCA_023525745.1","Streptophyta",4217,"Arctium lappa",NA,NA,"H","H","M","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Arctium","NCBI"
"GCA_023525975.1","Streptophyta",185202,"Smallanthus sonchifolius",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Smallanthus","NCBI"
"GCA_023529015.1","Streptophyta",74823,"Papaver nudicaule",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver","NCBI"
"GCA_023529315.1","Streptophyta",215227,"Papaver bracteatum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver","NCBI"
"GCA_023531105.1","Streptophyta",357466,"Papaver atlanticum",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver","NCBI"
"GCA_023531295.1","Streptophyta",357465,"Papaver armeniacum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver","NCBI"
"GCA_023531435.1","Streptophyta",74822,"Papaver californicum",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver","NCBI"
"GCA_023547065.1","Streptophyta",320322,"Musa troglodytarum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa","NCBI"
"GCA_023653495.1","Streptophyta",119954,"Melastoma candidum",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Myrtales","Melastomataceae","Melastoma","NCBI"
"GCA_024323335.2","Streptophyta",3888,"Pisum sativum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Pisum","NCBI"
"GCA_024505715.1","Streptophyta",4058,"Catharanthus roseus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Gentianales","Apocynaceae","Catharanthus","NCBI"
"GCA_024733475.1","Streptophyta",1042139,"Syzygium grande",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Myrtales","Myrtaceae","Syzygium","NCBI"
"GCA_024762085.1","Streptophyta",4212,"Ambrosia artemisiifolia",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Ambrosia","NCBI"
"GCA_025200525.1","Streptophyta",1840588,"Camellia lanceoleosa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ericales","Theaceae","Camellia","NCBI"
"GCA_025413875.1","Streptophyta",49168,"Rhododendron molle",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron","NCBI"
"GCA_025563575.1","Streptophyta",880440,"Acacia pycnantha",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Acacia","NCBI"
"GCA_025594385.1","Streptophyta",4023,"Acer negundo",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer","NCBI"
"GCA_026074375.1","Streptophyta",301880,"Tanacetum coccineum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Tanacetum","NCBI"
"GCA_026225825.1","Streptophyta",434235,"Pistacia integerrima",NA,NA,"H","H","M","H","Magnoliopsida","Streptophyta","Sapindales","Anacardiaceae","Pistacia","NCBI"
"GCA_026229545.1","Streptophyta",434234,"Pistacia atlantica",NA,NA,NA,"H","H","H","Magnoliopsida","Streptophyta","Sapindales","Anacardiaceae","Pistacia","NCBI"
"GCA_026261945.1","Streptophyta",71354,"Hirschfeldia incana",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Hirschfeldia","NCBI"
"GCA_026573395.1","Streptophyta",158149,"Paspalum vaginatum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Paspalum","NCBI"
"GCA_026586065.1","Streptophyta",325984,"Dioscorea zingiberensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Dioscoreales","Dioscoreaceae","Dioscorea","NCBI"
"GCA_026901365.1","Streptophyta",485725,"Sesbania bispinosa",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Sesbania","NCBI"
"GCA_027562975.1","Streptophyta",2022672,"Rhynchospora breviuscula",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora","NCBI"
"GCA_027725995.1","Streptophyta",198213,"Rhynchospora tenuis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora","NCBI"
"GCA_027726005.1","Streptophyta",13579,"Juncus effusus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Juncaceae","Juncus","NCBI"
"GCA_027943385.1","Streptophyta",2019903,"Closterium sp. NIES-68",NA,NA,"H","H","H",NA,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"GCA_027943415.1","Streptophyta",2790670,"Closterium sp. NIES-67",NA,NA,"H","H","H","H","Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"GCA_028052125.1","Streptophyta",155640,"Melia azedarach",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Sapindales","Meliaceae","Melia","NCBI"
"GCA_028095005.1","Streptophyta",906938,"Rhynchospora pubera",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora","NCBI"
"GCA_028386065.3","Streptophyta",218843,"Turnera subulata",NA,NA,"H","H","M","H","Magnoliopsida","Streptophyta","Malpighiales","Passifloraceae","Turnera","NCBI"
"GCA_028411795.1","Streptophyta",38846,"Euphorbia peplus",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Euphorbia","NCBI"
"GCA_028583415.1","Streptophyta",273540,"Protea cynaroides",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Proteales","Proteaceae","Protea","NCBI"
"GCA_029204005.1","Streptophyta",889485,"Salix udensis",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix","NCBI"
"GCA_029204225.1","Streptophyta",34168,"Diphasiastrum complanatum",NA,NA,"H","H","H","L","Lycopodiopsida","Streptophyta","Lycopodiales","Lycopodiaceae","Diphasiastrum","NCBI"
"GCA_029216955.1","Streptophyta",29817,"Iris pallida",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asparagales","Iridaceae","Iris","NCBI"
"GCA_029228465.1","Streptophyta",40686,"Salix viminalis",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix","NCBI"
"GCA_029228485.1","Streptophyta",444605,"Populus alba x Populus x berolinensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus","NCBI"
"GCA_029228495.1","Streptophyta",77065,"Salix purpurea",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix","NCBI"
"GCA_029228605.1","Streptophyta",2511006,"Salix koriyanagi",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix","NCBI"
"GCA_029379385.1","Streptophyta",32244,"Quillaja saponaria",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Quillajaceae","Quillaja","NCBI"
"GCA_029747015.1","Streptophyta",171969,"Carnegiea gigantea",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Caryophyllales","Cactaceae","Carnegiea","NCBI"
"GCA_029783415.1","Streptophyta",402998,"Anisodus acutangulus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Anisodus","NCBI"
"GCA_029852735.1","Streptophyta",3435,"Persea americana","M",NA,"H","H","H","H","Magnoliopsida","Streptophyta","Laurales","Lauraceae","Persea","NCBI"
"GCA_029891385.1","Streptophyta",1862640,"Erythroxylum novogranatense",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Erythroxylaceae","Erythroxylum","NCBI"
"GCA_030169165.1","Streptophyta",347529,"Centaurea solstitialis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Centaurea","NCBI"
"GCA_030254885.1","Streptophyta",103349,"Vitis rotundifolia",NA,NA,"M","H","H",NA,"Magnoliopsida","Streptophyta","Vitales","Vitaceae","Vitis","NCBI"
"GCA_030270665.1","Streptophyta",183268,"Hibiscus trionum",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Hibiscus","NCBI"
"GCA_030272615.1","Streptophyta",3369,"Cryptomeria japonica",NA,NA,"H","H","H",NA,"Pinopsida","Streptophyta","Cupressales","Cupressaceae","Cryptomeria","NCBI"
"GCA_030408175.1","Streptophyta",3899,"Trifolium repens",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium","NCBI"
"GCA_030490815.1","Streptophyta",4024,"Acer saccharum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer","NCBI"
"GCA_030737835.1","Streptophyta",55184,"Acorus gramineus",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Acorales","Acoraceae","Acorus","NCBI"
"GCA_030737845.1","Streptophyta",4465,"Acorus calamus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Acorales","Acoraceae","Acorus","NCBI"
"GCA_030848705.1","Streptophyta",360622,"Heracleum sosnowskyi",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Apiales","Apiaceae","Heracleum","NCBI"
"GCA_030867185.1","Streptophyta",13708,"Tagetes erecta",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Tagetes","NCBI"
"GCA_030979885.1","Streptophyta",4521,"Lolium multiflorum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Lolium","NCBI"
"GCA_031230405.1","Streptophyta",315347,"Solanum verrucosum",NA,NA,"H","H","M","H","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum","NCBI"
"GCA_032871835.1","Streptophyta",168575,"Dipteronia dyeriana",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Dipteronia","NCBI"
"GCA_033065855.1","Streptophyta",112253,"Escallonia rubra",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Escalloniales","Escalloniaceae","Escallonia","NCBI"
"GCA_033070095.1","Streptophyta",1293975,"Escallonia herrerae",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Escalloniales","Escalloniaceae","Escallonia","NCBI"
"GCA_033220585.1","Streptophyta",43782,"Dipteronia sinensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Dipteronia","NCBI"
"GCA_033239525.1","Streptophyta",150966,"Nepenthes gracilis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Caryophyllales","Nepenthaceae","Nepenthes","NCBI"
"GCA_033242285.1","Streptophyta",3494,"Ficus carica",NA,NA,"H","H","L","H","Magnoliopsida","Streptophyta","Rosales","Moraceae","Ficus","NCBI"
"GCA_034222035.1","Streptophyta",499986,"Acacia crassicarpa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Acacia","NCBI"
"GCA_034359265.1","Streptophyta",4628,"Canna indica",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Zingiberales","Cannaceae","Canna","NCBI"
"GCA_034509725.1","Streptophyta",2727404,"Sesamum angolense",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"GCA_034509735.1","Streptophyta",300844,"Sesamum alatum",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"GCA_034509755.1","Streptophyta",243964,"Anisodus tanguticus",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Anisodus","NCBI"
"GCA_034814905.1","Streptophyta",160366,"Penstemon davidsonii",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Plantaginaceae","Penstemon","NCBI"
"GCA_035136125.1","Streptophyta",3512,"Quercus rubra",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fagales","Fagaceae","Quercus","NCBI"
"GCA_035578085.1","Streptophyta",50273,"Solanum pinnatisectum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum","NCBI"
"GCA_035582445.1","Streptophyta",236973,"Trapa incisa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Myrtales","Lythraceae","Trapa","NCBI"
"GCA_035582545.1","Streptophyta",22666,"Trapa natans",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Myrtales","Lythraceae","Trapa","NCBI"
"GCA_036250425.1","Streptophyta",79078,"Stylosanthes scabra",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Stylosanthes","NCBI"
"GCA_036689595.1","Streptophyta",547442,"Paspalum notatum var. saurae",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Paspalum","NCBI"
"GCA_036885675.1","Streptophyta",3915,"Vigna mungo",NA,NA,"L","H","H",NA,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna","NCBI"
"GCA_037074985.1","Streptophyta",147425,"Solanum bulbocastanum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum","NCBI"
"GCA_037126225.1","Streptophyta",194707,"Dillenia turbinata",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Dilleniales","Dilleniaceae","Dillenia","NCBI"
"GCA_037953625.1","Streptophyta",3830,"Crotalaria pallida",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Crotalaria","NCBI"
"GCA_037954015.1","Streptophyta",3891,"Psophocarpus tetragonolobus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Psophocarpus","NCBI"
"GCA_037954025.1","Streptophyta",3886,"Phaseolus coccineus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Phaseolus","NCBI"
"GCA_037954105.1","Streptophyta",3824,"Canavalia gladiata",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Canavalia","NCBI"
"GCA_037962975.1","Streptophyta",43366,"Clitoria ternatea",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Clitoria","NCBI"
