"","X.1","X","Accn","Super.Group","Organism_Taxonomic_ID","Organism_Name","SIN1","RICTOR","RAPTOR","TOR","LST8","D1","C.score","Frag.score","Class.name","Phylum.name","Order.name","Family.name","Genus.name"
"145",145,145,"GCA_030267725.1","Stramenopiles",2077276,"Phytophthora lilii",NA,"H","H","H","M",NA,78,14,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora"
"146",146,146,"GCA_030267785.1","Stramenopiles",1490495,"Phytophthora fragariaefolia",NA,"H","H","H","M",NA,74,14,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora"
"147",147,147,"GCA_030267805.1","Stramenopiles",1714387,"Triparma laevis f. longispina",NA,"H","H","H","H",NA,93,0,"Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma"
"148",148,148,"GCA_030267905.1","Stramenopiles",1606542,"Triparma verrucosa",NA,"H","H","H","H",NA,95,0,"Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma"
"149",149,149,"GCA_030267945.1","Stramenopiles",1606541,"Triparma strigata",NA,"H","H","H","H",NA,94,0,"Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma"
"150",150,150,"GCA_030267965.1","Stramenopiles",722753,"Triparma columacea",NA,"H","H","H","H",NA,91,3,"Bolidophyceae",NA,"Parmales","Triparmaceae","Triparma"
"151",151,151,"GCA_030267985.1","Stramenopiles",2962637,"Parmales sp. scaly parma",NA,"H","H","H","H",NA,91,1,"Bolidophyceae",NA,"Parmales",NA,NA
"152",152,152,"GCA_030871285.1","Stramenopiles",267567,"Skeletonema marinoi",NA,NA,"H","H","H","H",87,7,"Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Skeletonemataceae","Skeletonema"
"153",153,153,"GCA_031305395.1","Stramenopiles",4793,"Phytophthora citrophthora","M","H","H","H",NA,NA,91,1,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora"
"154",154,154,"GCA_037953725.1","Stramenopiles",44056,"Aureococcus anophagefferens",NA,NA,"H","H","H","H",75,8,"Pelagophyceae",NA,"Pelagomonadales","Pelagomonadaceae","Aureococcus"
"155",155,155,"GCA_037953725.1","Stramenopiles",44056,"Aureococcus anophagefferens",NA,NA,"H","H","H","H",75,8,"Pelagophyceae",NA,"Pelagomonadales","Pelagomonadaceae","Aureococcus"
"156",156,156,"GCA_039096195.1","Stramenopiles",3128534,"Blastocystis sp. BT1",NA,"H","H","H","M",NA,93,2,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis"
"157",157,157,"GCA_039096215.1","Stramenopiles",3128537,"Blastocystis sp. NMH",NA,"H","H","H","M",NA,95,2,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis"
"158",158,158,"GCA_039096225.1","Stramenopiles",3128533,"Blastocystis sp. Blastoise",NA,"H","H","H","H",NA,98,1,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis"
"159",159,159,"GCA_039096365.1","Stramenopiles",3128536,"Blastocystis sp. JDR",NA,"H","H","H","M",NA,93,2,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis"
"160",160,160,"GCA_039096925.1","Stramenopiles",3128535,"Blastocystis sp. DL",NA,"H","H","H","M",NA,85,8,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis"
"161",161,161,"GCA_039096935.1","Stramenopiles",478820,"Blastocystis sp. ATCC 50177/Nand II",NA,"H","H","H","M",NA,93,2,"Bigyra",NA,"Opalinata","Blastocystidae","Blastocystis"
"162",162,162,"GCA_040437565.1","Stramenopiles",65357,"Albugo candida","M","H","H","H","H",NA,89,1,NA,"Oomycota","Albuginales","Albuginaceae","Albugo"
"163",163,163,"GCA_900000015.1","Stramenopiles",4781,"Plasmopara halstedii","M","H","H","H","H",NA,100,0,NA,"Oomycota","Peronosporales","Peronosporaceae","Plasmopara"
"164",164,164,"GCA_900660405.1","Stramenopiles",183589,"Pseudo-nitzschia multistriata",NA,NA,"H","H",NA,"H",86,1,"Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Pseudo-nitzschia"
"165",165,165,"GCA_900708865.1","Stramenopiles",120398,"Aphanomyces stellatus","M",NA,"H","H","H",NA,96,1,NA,"Oomycota","Saprolegniales","Saprolegniaceae","Aphanomyces"
"166",166,166,"GCA_902602495.3","Stramenopiles",867726,"Ectocarpus sp. CCAP 1310/34",NA,"H","H","H","L",NA,83,4,"Phaeophyceae",NA,"Ectocarpales","Ectocarpaceae","Ectocarpus"
"167",167,167,"GCA_903772945.1","Stramenopiles",568900,"Seminavis robusta",NA,NA,"H","H","H","H",99,0,"Bacillariophyceae","Bacillariophyta","Naviculales","Naviculaceae","Seminavis"
"168",168,168,"GCA_918797485.1","Stramenopiles",35677,"Pelagomonas calceolata",NA,NA,"H","H","H",NA,89,1,"Pelagophyceae",NA,"Pelagomonadales","Pelagomonadaceae","Pelagomonas"
"169",169,169,"GCA_920618645.1","Stramenopiles",622444,"Peronospora belbahrii","M","H","H","H","H",NA,98,0,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora"
"170",170,170,"GCA_920940705.1","Stramenopiles",134698,"Peronospora farinosa","M","H","H","H","H",NA,98,0,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora"
"171",171,171,"GCA_921007115.2","Stramenopiles",2874970,"Peronospora matthiolae","M","H","H","H","H",NA,98,1,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora"
"172",172,172,"GCA_921012115.1","Stramenopiles",622444,"Peronospora belbahrii","M","H","H","H","H",NA,99,0,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora"
"173",173,173,"GCA_933822405.4","Stramenopiles",2856,"Cylindrotheca closterium",NA,NA,"H","H","H",NA,97,1,"Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Cylindrotheca"
"174",174,174,"GCA_947641895.1","Stramenopiles",542832,"Peronospora effusa","M","H","H","H","H",NA,99,0,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora"
"175",175,175,"GCA_947646735.1","Stramenopiles",134698,"Peronospora farinosa","M","H","H","H","H",NA,98,0,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora"
"176",176,176,"GCA_947650285.1","Stramenopiles",162125,"Hyaloperonospora brassicae","M","H","H","H","H",NA,99,0,NA,"Oomycota","Peronosporales","Peronosporaceae","Hyaloperonospora"
"177",177,177,"GCA_947650345.1","Stramenopiles",86335,"Peronospora destructor","M","H","H","H","H",NA,96,3,NA,"Oomycota","Peronosporales","Peronosporaceae","Peronospora"
"178",178,178,"GCA_964200265.1","Stramenopiles",1535356,"Ectocarpus sp. 12 AP-2014",NA,NA,NA,NA,NA,"H",2,0,"Phaeophyceae",NA,"Ectocarpales","Ectocarpaceae","Ectocarpus"
"179",179,179,"GCA_964200375.1","Stramenopiles",1535362,"Ectocarpus sp. 6 AP-2014",NA,NA,NA,NA,NA,"H",2,0,"Phaeophyceae",NA,"Ectocarpales","Ectocarpaceae","Ectocarpus"
"180",180,180,"GCA_000002415.2","Alveolata",5855,"Plasmodium vivax",NA,NA,NA,NA,NA,NA,95.25,1.1,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"181",181,181,"GCA_000002765.3","Alveolata",36329,"Plasmodium falciparum 3D7",NA,NA,NA,NA,NA,NA,99.12,0,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"182",182,182,"GCA_000003085.2","Alveolata",73239,"Plasmodium yoelii yoelii",NA,NA,NA,NA,NA,NA,64.91,10.38,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"183",183,183,"GCA_000003225.1","Alveolata",5874,"Theileria annulata",NA,NA,NA,"M",NA,NA,93.74,2.47,"Aconoidasida","Apicomplexa","Piroplasmida","Theileriidae","Theileria"
"184",184,184,"GCA_000006355.3","Alveolata",5851,"Plasmodium knowlesi strain H",NA,NA,NA,NA,NA,NA,99.18,0.05,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"185",185,185,"GCA_000006405.1","Alveolata",423536,"Perkinsus marinus ATCC 50983",NA,"L","M","H","M",NA,97.08,1.17,NA,"Perkinsozoa","Perkinsida","Perkinsidae","Perkinsus"
"186",186,186,"GCA_000006515.1","Alveolata",441375,"Cryptosporidium muris RN66",NA,NA,NA,"H",NA,NA,99.2,0.4,"Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"187",187,187,"GCA_000006565.2","Alveolata",508771,"Toxoplasma gondii ME49",NA,NA,NA,"H","L",NA,100,0,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"188",188,188,"GCA_000149665.2","Alveolata",137071,"Plasmodium falciparum HB3",NA,NA,NA,NA,NA,NA,85.78,4.06,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"189",189,189,"GCA_000149715.2","Alveolata",507601,"Toxoplasma gondii GT1",NA,NA,NA,"H","L",NA,100,0,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"190",190,190,"GCA_000149795.1","Alveolata",57267,"Plasmodium falciparum Dd2",NA,NA,NA,NA,NA,NA,51.37,6.64,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"191",191,191,"GCA_000150015.2","Alveolata",432359,"Toxoplasma gondii VEG",NA,NA,NA,"H","L",NA,99.4,0.6,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"192",192,192,"GCA_000150435.3","Alveolata",57266,"Plasmodium falciparum 7G8",NA,NA,NA,NA,NA,NA,89.95,4.37,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"193",193,193,"GCA_000165345.1","Alveolata",353152,"Cryptosporidium parvum Iowa II",NA,NA,NA,"H",NA,NA,96.61,1.99,"Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"194",194,194,"GCA_000165365.1","Alveolata",333668,"Theileria parva strain Muguga",NA,NA,NA,"M",NA,NA,98.06,0.62,"Aconoidasida","Apicomplexa","Piroplasmida","Theileriidae","Theileria"
"195",195,195,"GCA_000165395.2","Alveolata",484906,"Babesia bovis T2Bo",NA,NA,NA,"H",NA,NA,98.41,0.09,"Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"196",196,196,"GCA_000165425.1","Alveolata",5888,"Paramecium tetraurelia","M","H",NA,"H","H",NA,98.83,0.58,"Oligohymenophorea","Ciliophora","Peniculida","Parameciidae","Paramecium"
"197",197,197,"GCA_000186025.2","Alveolata",580058,"Plasmodium falciparum RAJ116",NA,NA,NA,NA,NA,NA,24.6,19.71,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"198",198,198,"GCA_000186055.2","Alveolata",580059,"Plasmodium falciparum IGH-CR14",NA,NA,NA,NA,NA,NA,74.79,4.61,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"199",199,199,"GCA_000189635.1","Alveolata",312017,"Tetrahymena thermophila SB210",NA,"H",NA,"H","M",NA,98.83,0,"Oligohymenophorea","Ciliophora","Hymenostomatida","Tetrahymenidae","Tetrahymena"
"200",200,200,"GCA_000208865.2","Alveolata",572307,"Neospora caninum Liverpool",NA,NA,NA,"H","L",NA,98.21,0.8,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Neospora"
"201",201,201,"GCA_000209695.1","Alveolata",5807,"Cryptosporidium parvum",NA,NA,NA,"H",NA,NA,14.34,0.4,"Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"202",202,202,"GCA_000220395.1","Alveolata",5932,"Ichthyophthirius multifiliis",NA,"M",NA,"H","M",NA,82.46,5.26,"Oligohymenophorea","Ciliophora","Hymenostomatida",NA,"Ichthyophthirius"
"203",203,203,"GCA_000223845.4","Alveolata",110365,"Gregarina niphandrodes",NA,NA,NA,"H",NA,NA,65.74,3.39,"Conoidasida","Apicomplexa","Eugregarinorida","Gregarinidae","Gregarina"
"204",204,204,"GCA_000224805.2","Alveolata",935652,"Toxoplasma gondii RUB",NA,NA,NA,"H","L",NA,89.64,8.57,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"205",205,205,"GCA_000224845.2","Alveolata",933077,"Toxoplasma gondii VAND",NA,NA,NA,"H","L",NA,93.23,5.18,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"206",206,206,"GCA_000224865.2","Alveolata",943118,"Toxoplasma gondii MAS",NA,NA,NA,"H","L",NA,89.84,6.77,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"207",207,207,"GCA_000224885.2","Alveolata",943119,"Toxoplasma gondii p89",NA,NA,NA,"H","L",NA,91.04,6.37,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"208",208,208,"GCA_000224905.2","Alveolata",943167,"Toxoplasma gondii FOU",NA,NA,NA,"H","L",NA,88.25,7.97,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"209",209,209,"GCA_000250965.2","Alveolata",1074872,"Toxoplasma gondii ARI",NA,NA,NA,"H","L",NA,92.63,5.78,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"210",210,210,"GCA_000256705.2","Alveolata",943122,"Toxoplasma gondii CAST",NA,NA,NA,"H","L",NA,92.23,5.38,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"211",211,211,"GCA_000256725.2","Alveolata",1130821,"Toxoplasma gondii TgCatPRC2",NA,NA,NA,"H","L",NA,92.03,6.18,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"212",212,212,"GCA_000258005.2","Alveolata",99158,"Hammondia hammondi",NA,NA,NA,"H","L",NA,99.8,0.2,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Hammondia"
"213",213,213,"GCA_000320625.2","Alveolata",1077284,"Plasmodium vivax India VII",NA,NA,NA,NA,NA,NA,94.23,2.42,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"214",214,214,"GCA_000320645.2","Alveolata",1033975,"Plasmodium vivax Brazil I",NA,NA,NA,NA,NA,NA,95.36,1.76,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"215",215,215,"GCA_000320665.2","Alveolata",1035515,"Plasmodium vivax Mauritania I",NA,NA,NA,NA,NA,NA,95.28,1.59,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"216",216,216,"GCA_000320685.2","Alveolata",1035514,"Plasmodium vivax North Korean",NA,NA,NA,NA,NA,NA,94.67,2.2,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"217",217,217,"GCA_000321355.1","Alveolata",1120755,"Plasmodium cynomolgi strain B",NA,NA,NA,NA,NA,NA,80.62,10.24,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"218",218,218,"GCA_000325525.2","Alveolata",1130820,"Toxoplasma gondii GAB2-2007-GAL-DOM2",NA,NA,NA,"H","L",NA,93.23,5.18,"Conoidasida","Apicomplexa","Eucoccidiorida","Sarcocystidae","Toxoplasma"
"219",219,219,"GCA_000342415.1","Alveolata",1537102,"Theileria equi strain WA",NA,NA,NA,"H",NA,NA,94.36,3.79,"Aconoidasida","Apicomplexa","Piroplasmida","Theileriidae","Theileria"
"220",220,220,"GCA_000401695.2","Alveolata",5843,"Plasmodium falciparum NF54",NA,NA,NA,NA,NA,NA,79.46,6.18,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"221",221,221,"GCA_000401715.2","Alveolata",1237627,"Plasmodium falciparum UGT5.1",NA,NA,NA,NA,NA,NA,81.71,5.27,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"222",222,222,"GCA_000499385.1","Alveolata",51315,"Eimeria necatrix",NA,NA,NA,NA,NA,NA,88.45,6.77,"Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"223",223,223,"GCA_000499425.1","Alveolata",5801,"Eimeria acervulina",NA,NA,NA,"M",NA,NA,89.44,7.57,"Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"224",224,224,"GCA_000499445.1","Alveolata",51316,"Eimeria praecox",NA,NA,NA,NA,NA,NA,48.41,14.34,"Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"225",225,225,"GCA_000499545.1","Alveolata",5802,"Eimeria tenella",NA,NA,NA,"M","L",NA,89.24,7.57,"Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"226",226,226,"GCA_000499605.1","Alveolata",5804,"Eimeria maxima",NA,NA,NA,"L",NA,NA,77.49,10.96,"Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"227",227,227,"GCA_000499725.1","Alveolata",51314,"Eimeria brunetti",NA,NA,NA,"M","L",NA,76.29,9.96,"Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"228",228,228,"GCA_000499745.2","Alveolata",44415,"Eimeria mitis",NA,NA,NA,NA,NA,NA,50.8,20.92,"Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Eimeria"
"229",229,229,"GCA_000505035.1","Alveolata",1323249,"Plasmodium yoelii 17X",NA,NA,NA,NA,NA,NA,96.02,1.43,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"230",230,230,"GCA_000521015.1","Alveolata",1036723,"Plasmodium falciparum Vietnam Oak-Knoll (FVO)",NA,NA,NA,NA,NA,NA,87.34,4.64,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"231",231,231,"GCA_000521035.1","Alveolata",1036727,"Plasmodium falciparum MaliPS096_E11",NA,NA,NA,NA,NA,NA,83.28,5.96,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"232",232,232,"GCA_000521055.1","Alveolata",1036725,"Plasmodium falciparum Tanzania (2000708)",NA,NA,NA,NA,NA,NA,83.44,6.48,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"233",233,233,"GCA_000521075.1","Alveolata",1036726,"Plasmodium falciparum NF135/5.C10",NA,NA,NA,NA,NA,NA,89.98,3.6,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"234",234,234,"GCA_000521095.1","Alveolata",57270,"Plasmodium falciparum Palo Alto/Uganda",NA,NA,NA,NA,NA,NA,85.48,4.75,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"235",235,235,"GCA_000521115.1","Alveolata",5835,"Plasmodium falciparum CAMP/Malaysia",NA,NA,NA,NA,NA,NA,90.25,3.73,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"236",236,236,"GCA_000521155.1","Alveolata",1036724,"Plasmodium falciparum FCH/4",NA,NA,NA,NA,NA,NA,68.62,8.35,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"237",237,237,"GCA_000524495.1","Alveolata",1237626,"Plasmodium inui San Antonio 1",NA,NA,NA,NA,NA,NA,96.51,1.78,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"238",238,238,"GCA_000524515.1","Alveolata",138298,"Plasmodium vinckei petteri",NA,NA,NA,NA,NA,NA,96.87,1.21,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"239",239,239,"GCA_000691945.2","Alveolata",1133968,"Babesia microti strain RI",NA,NA,NA,"M",NA,NA,95.15,1.15,"Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"240",240,240,"GCA_000709005.1","Alveolata",54757,"Plasmodium vinckei vinckei",NA,NA,NA,NA,NA,NA,97.12,1.15,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"241",241,241,"GCA_000711775.1","Alveolata",1172189,"Oxytricha trifallax",NA,"H",NA,"H","M",NA,0,0,"Spirotrichea","Ciliophora","Sporadotrichida","Oxytrichidae","Oxytricha"
"242",242,242,"GCA_000723685.1","Alveolata",5854,"Plasmodium reichenowi",NA,NA,NA,NA,NA,NA,98.98,0.11,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"243",243,243,"GCA_000740895.1","Alveolata",869250,"Theileria orientalis strain Shintoku",NA,NA,NA,"M",NA,NA,94.27,0.62,"Aconoidasida","Apicomplexa","Piroplasmida","Theileriidae","Theileria"
"244",244,244,"GCA_000751175.1","Alveolata",5949,"Stylonychia lemnae",NA,"H",NA,"H","M",NA,97.66,1.17,"Spirotrichea","Ciliophora","Sporadotrichida","Oxytrichidae","Stylonychia"
"245",245,245,"GCA_000769155.2","Alveolata",88456,"Cyclospora cayetanensis",NA,NA,NA,"M",NA,NA,94.02,3.19,"Conoidasida","Apicomplexa","Eucoccidiorida","Eimeriidae","Cyclospora"
"246",246,246,"GCA_000956335.1","Alveolata",5857,"Plasmodium fragile",NA,NA,NA,NA,NA,NA,96.79,1.24,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"247",247,247,"GCA_000981445.1","Alveolata",5866,"Babesia bigemina",NA,NA,NA,"H",NA,NA,97.53,0.53,"Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"248",248,248,"GCA_001179505.1","Alveolata",1169540,"Vitrella brassicaformis CCMP3155",NA,"M","H","H","H",NA,99.42,0,NA,NA,NA,"Vitrellaceae","Vitrella"
"249",249,249,"GCA_001447515.1","Alveolata",266149,"Pseudocohnilembus persalinus",NA,"H",NA,"H","M",NA,99.42,0,"Oligohymenophorea","Ciliophora","Philasterida","Pseudocohnilembidae","Pseudocohnilembus"
"250",250,250,"GCA_001483515.1","Alveolata",237895,"Cryptosporidium hominis",NA,NA,NA,"H",NA,NA,97.61,0.8,"Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"251",251,251,"GCA_001593445.1","Alveolata",93969,"Cryptosporidium meleagridis",NA,NA,NA,"H",NA,NA,98.61,0.4,"Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"252",252,252,"GCA_001593475.1","Alveolata",237895,"Cryptosporidium hominis",NA,NA,NA,"H",NA,NA,98.01,0.6,"Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"253",253,253,"GCA_001601855.1","Alveolata",5854,"Plasmodium reichenowi",NA,NA,NA,NA,NA,NA,92.75,2.2,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"254",254,254,"GCA_001602025.1","Alveolata",647221,"Plasmodium gaboni",NA,NA,NA,NA,NA,NA,95.14,1.24,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"255",255,255,"GCA_001865345.1","Alveolata",857276,"Cryptosporidium ubiquitum",NA,NA,NA,"H",NA,NA,97.41,0.6,"Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"256",256,256,"GCA_001865355.1","Alveolata",117008,"Cryptosporidium andersoni",NA,NA,NA,"H",NA,NA,99.2,0.2,"Conoidasida","Apicomplexa","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium"
"257",257,257,"GCA_001939145.1","Alveolata",2951,"Symbiodinium microadriaticum",NA,NA,NA,"H","L","H",78.95,10.53,"Dinophyceae",NA,"Suessiales","Symbiodiniaceae","Symbiodinium"
"258",258,258,"GCA_002095265.1","Alveolata",462227,"Babesia sp. Xinjiang",NA,NA,NA,"H",NA,NA,80.09,2.47,"Aconoidasida","Apicomplexa","Piroplasmida","Babesiidae","Babesia"
"259",259,259,"GCA_002140095.1","Alveolata",5850,"Plasmodium knowlesi",NA,NA,NA,NA,NA,NA,98.54,0.11,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
"260",260,260,"GCA_002157705.1","Alveolata",77519,"Plasmodium gonderi",NA,NA,NA,NA,NA,NA,99.12,0.03,"Aconoidasida","Apicomplexa","Haemosporida","Plasmodiidae","Plasmodium"
